index,rt,stimulus,key_press,trial_number,block,block_type,image_id,filename,image_type,manipulation,phase,dot_position,subject,trial_type,trial_index,time_elapsed,internal_node_id,browser_name,browser_version,os_name,os_version,tablet,mobile,screen_resolution,window_resolution,subject_url,subject_ProlificID,designmatrix_ID,age,nationality,gender,handedness,Exp_part,trial_part,RawResponse,dot_resp,dot_acc,responses,verbal_id,view_history,semantic_distance,verbal_acc_corrected
0,null,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/axe_mooney_dot_off4.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",null,1,0,dot,axe,axe_mooney_dot_off4,catch,regular,pre,off,q7j6cf818avta3e,html-keyboard-response,14,248063,0.0-11.0-5.0-1.0,Chrome,135.0,Windows,10,undefined,undefined,1024 x 576,1016 x 466,https://exponline.ugr.es/publix/939/997/start?srid=18372,64484a0615f2c302d8bc6ea8,13,32,United Kingdom,Female,Right-handed,Exp,dot_recog,,0,1,,,,,
1,5002.599999904633,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/candelabra_mooney_dot_on3.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",69,2,0,dot,candelabra,candelabra_mooney_dot_on3,target,horizontal_flip,pre,on,q7j6cf818avta3e,html-keyboard-response,18,254083,0.0-11.0-5.1-1.1,Chrome,135.0,Windows,10,undefined,undefined,1024 x 576,1016 x 466,https://exponline.ugr.es/publix/939/997/start?srid=18372,64484a0615f2c302d8bc6ea8,13,32,United Kingdom,Female,Right-handed,Exp,dot_recog,e,1,1,,,,,
2,1495.2000000476837,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/axe_mooney_dot_on1.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",69,3,0,dot,axe,axe_mooney_dot_on1,catch,regular,pre,on,q7j6cf818avta3e,html-keyboard-response,22,256594,0.0-11.0-5.2-1.2,Chrome,135.0,Windows,10,undefined,undefined,1024 x 576,1016 x 466,https://exponline.ugr.es/publix/939/997/start?srid=18372,64484a0615f2c302d8bc6ea8,13,32,United Kingdom,Female,Right-handed,Exp,dot_recog,e,1,1,,,,,
3,2093.5,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/steak_mooney_dot_off2.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",73,4,0,dot,steak,steak_mooney_dot_off2,target,regular,pre,off,q7j6cf818avta3e,html-keyboard-response,26,259690,0.0-11.0-5.3-1.3,Chrome,135.0,Windows,10,undefined,undefined,1024 x 576,1016 x 466,https://exponline.ugr.es/publix/939/997/start?srid=18372,64484a0615f2c302d8bc6ea8,13,32,United Kingdom,Female,Right-handed,Exp,dot_recog,i,0,1,,,,,
4,1839.8000001907349,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/gargoyle_mooney_dot_on3.jpg"" style=""width: 500px; height: ""500px; transform: scaleY(-1) ; ""></img></div></div>",69,5,0,dot,gargoyle,gargoyle_mooney_dot_on3,target,upside_down,pre,on,q7j6cf818avta3e,html-keyboard-response,30,262539,0.0-11.0-5.4-1.4,Chrome,135.0,Windows,10,undefined,undefined,1024 x 576,1016 x 466,https://exponline.ugr.es/publix/939/997/start?srid=18372,64484a0615f2c302d8bc6ea8,13,32,United Kingdom,Female,Right-handed,Exp,dot_recog,e,1,1,,,,,
5,1155.0999999046326,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/steak_mooney_dot_on1.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",73,6,0,dot,steak,steak_mooney_dot_on1,target,regular,pre,on,q7j6cf818avta3e,html-keyboard-response,34,264708,0.0-11.0-5.5-1.5,Chrome,135.0,Windows,10,undefined,undefined,1024 x 576,1016 x 466,https://exponline.ugr.es/publix/939/997/start?srid=18372,64484a0615f2c302d8bc6ea8,13,32,United Kingdom,Female,Right-handed,Exp,dot_recog,i,0,0,,,,,
6,1219.6000001430511,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/gargoyle_mooney_dot_off4.jpg"" style=""width: 500px; height: ""500px; transform: scaleY(-1) ; ""></img></div></div>",73,7,0,dot,gargoyle,gargoyle_mooney_dot_off4,target,upside_down,pre,off,q7j6cf818avta3e,html-keyboard-response,38,266932,0.0-11.0-5.6-1.6,Chrome,135.0,Windows,10,undefined,undefined,1024 x 576,1016 x 466,https://exponline.ugr.es/publix/939/997/start?srid=18372,64484a0615f2c302d8bc6ea8,13,32,United Kingdom,Female,Right-handed,Exp,dot_recog,i,0,1,,,,,
7,1197.6000001430511,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/candelabra_mooney_dot_off2.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",69,8,0,dot,candelabra,candelabra_mooney_dot_off2,target,horizontal_flip,pre,off,q7j6cf818avta3e,html-keyboard-response,42,269149,0.0-11.0-5.7-1.7,Chrome,135.0,Windows,10,undefined,undefined,1024 x 576,1016 x 466,https://exponline.ugr.es/publix/939/997/start?srid=18372,64484a0615f2c302d8bc6ea8,13,32,United Kingdom,Female,Right-handed,Exp,dot_recog,e,1,0,,,,,
8,757.6999998092651,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/gargoyle_mooney_dot_off2.jpg"" style=""width: 500px; height: ""500px; transform: scaleY(-1) ; ""></img></div></div>",73,9,0,dot,gargoyle,gargoyle_mooney_dot_off2,target,upside_down,pre,off,q7j6cf818avta3e,html-keyboard-response,46,270924,0.0-11.0-5.8-1.8,Chrome,135.0,Windows,10,undefined,undefined,1024 x 576,1016 x 466,https://exponline.ugr.es/publix/939/997/start?srid=18372,64484a0615f2c302d8bc6ea8,13,32,United Kingdom,Female,Right-handed,Exp,dot_recog,i,0,1,,,,,
9,661.3999998569489,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/candelabra_mooney_dot_on1.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",69,10,0,dot,candelabra,candelabra_mooney_dot_on1,target,horizontal_flip,pre,on,q7j6cf818avta3e,html-keyboard-response,50,272596,0.0-11.0-5.9-1.9,Chrome,135.0,Windows,10,undefined,undefined,1024 x 576,1016 x 466,https://exponline.ugr.es/publix/939/997/start?srid=18372,64484a0615f2c302d8bc6ea8,13,32,United Kingdom,Female,Right-handed,Exp,dot_recog,e,1,1,,,,,
10,902.2999999523163,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/axe_mooney_dot_on3.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",69,11,0,dot,axe,axe_mooney_dot_on3,catch,regular,pre,on,q7j6cf818avta3e,html-keyboard-response,54,274515,0.0-11.0-5.10-1.10,Chrome,135.0,Windows,10,undefined,undefined,1024 x 576,1016 x 466,https://exponline.ugr.es/publix/939/997/start?srid=18372,64484a0615f2c302d8bc6ea8,13,32,United Kingdom,Female,Right-handed,Exp,dot_recog,e,1,1,,,,,
11,927.9000000953674,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/gargoyle_mooney_dot_on1.jpg"" style=""width: 500px; height: ""500px; transform: scaleY(-1) ; ""></img></div></div>",73,12,0,dot,gargoyle,gargoyle_mooney_dot_on1,target,upside_down,pre,on,q7j6cf818avta3e,html-keyboard-response,58,276459,0.0-11.0-5.11-1.11,Chrome,135.0,Windows,10,undefined,undefined,1024 x 576,1016 x 466,https://exponline.ugr.es/publix/939/997/start?srid=18372,64484a0615f2c302d8bc6ea8,13,32,United Kingdom,Female,Right-handed,Exp,dot_recog,i,0,0,,,,,
12,937.3000001907349,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/axe_mooney_dot_off2.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",73,13,0,dot,axe,axe_mooney_dot_off2,catch,regular,pre,off,q7j6cf818avta3e,html-keyboard-response,62,278403,0.0-11.0-5.12-1.12,Chrome,135.0,Windows,10,undefined,undefined,1024 x 576,1016 x 466,https://exponline.ugr.es/publix/939/997/start?srid=18372,64484a0615f2c302d8bc6ea8,13,32,United Kingdom,Female,Right-handed,Exp,dot_recog,i,0,1,,,,,
13,1243.9000000953674,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/steak_mooney_dot_off4.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",73,14,0,dot,steak,steak_mooney_dot_off4,target,regular,pre,off,q7j6cf818avta3e,html-keyboard-response,66,280659,0.0-11.0-5.13-1.13,Chrome,135.0,Windows,10,undefined,undefined,1024 x 576,1016 x 466,https://exponline.ugr.es/publix/939/997/start?srid=18372,64484a0615f2c302d8bc6ea8,13,32,United Kingdom,Female,Right-handed,Exp,dot_recog,i,0,1,,,,,
14,842.7999999523163,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/candelabra_mooney_dot_off4.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",73,15,0,dot,candelabra,candelabra_mooney_dot_off4,target,horizontal_flip,pre,off,q7j6cf818avta3e,html-keyboard-response,70,282506,0.0-11.0-5.14-1.14,Chrome,135.0,Windows,10,undefined,undefined,1024 x 576,1016 x 466,https://exponline.ugr.es/publix/939/997/start?srid=18372,64484a0615f2c302d8bc6ea8,13,32,United Kingdom,Female,Right-handed,Exp,dot_recog,i,0,1,,,,,
15,760.7999999523163,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/steak_mooney_dot_on3.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",73,16,0,dot,steak,steak_mooney_dot_on3,target,regular,pre,on,q7j6cf818avta3e,html-keyboard-response,74,284276,0.0-11.0-5.15-1.15,Chrome,135.0,Windows,10,undefined,undefined,1024 x 576,1016 x 466,https://exponline.ugr.es/publix/939/997/start?srid=18372,64484a0615f2c302d8bc6ea8,13,32,United Kingdom,Female,Right-handed,Exp,dot_recog,i,0,0,,,,,
16,,,,17,0,recognition,candelabra,candelabra_mooney,target,horizontal_flip,pre,null,q7j6cf818avta3e,survey-text-autocomplete,82,294978,0.0-11.0-6.16-4.16,Chrome,135.0,Windows,10,undefined,undefined,1024 x 576,1016 x 466,https://exponline.ugr.es/publix/939/997/start?srid=18372,64484a0615f2c302d8bc6ea8,13,32,United Kingdom,Female,Right-handed,Exp,Recognition,,,,"{""recognition"":""map""}",map,,0.8563502310296093,0.0
17,,,,18,0,recognition,gargoyle,gargoyle_mooney,target,upside_down,pre,null,q7j6cf818avta3e,survey-text-autocomplete,89,303426,0.0-11.0-6.17-4.17,Chrome,135.0,Windows,10,undefined,undefined,1024 x 576,1016 x 466,https://exponline.ugr.es/publix/939/997/start?srid=18372,64484a0615f2c302d8bc6ea8,13,32,United Kingdom,Female,Right-handed,Exp,Recognition,,,,"{""recognition"":""map""}",map,,0.8371577590372781,0.0
