trial_number,block,block_type,image_id,filename,image_type,manipulation,phase,dot_position,subject
1,0,dot,ginger,ginger_mooney_dot_on3,target,horizontal_flip,pre,on,19
2,0,dot,bullet,bullet_mooney_dot_on3,target,regular,pre,on,19
3,0,dot,ginger,ginger_mooney_dot_off2,target,horizontal_flip,pre,off,19
4,0,dot,candelabra,candelabra_mooney_dot_on3,target,upside_down,pre,on,19
5,0,dot,bullet,bullet_mooney_dot_off4,target,regular,pre,off,19
6,0,dot,candelabra,candelabra_mooney_dot_on1,target,upside_down,pre,on,19
7,0,dot,bullet,bullet_mooney_dot_off2,target,regular,pre,off,19
8,0,dot,ginger,ginger_mooney_dot_off4,target,horizontal_flip,pre,off,19
9,0,dot,bullet,bullet_mooney_dot_on1,target,regular,pre,on,19
10,0,dot,candelabra,candelabra_mooney_dot_off2,target,upside_down,pre,off,19
11,0,dot,ginger,ginger_mooney_dot_on1,target,horizontal_flip,pre,on,19
12,0,dot,candelabra,candelabra_mooney_dot_off4,target,upside_down,pre,off,19
13,0,recognition,ginger,ginger_mooney,target,horizontal_flip,pre,,19
14,0,recognition,candelabra,candelabra_mooney,target,upside_down,pre,,19
15,0,recognition,bullet,bullet_mooney,target,regular,pre,,19
16,0,recognition,candelabra,candelabra,target,upside_down,color,,19
17,0,recognition,bullet,bullet,target,regular,color,,19
18,0,recognition,ginger,ginger,target,horizontal_flip,color,,19
19,1,dot,candelabra,candelabra_mooney_dot_on5,target,upside_down,post,on,19
20,1,dot,egg_roll,egg_roll_mooney_dot_off4,target,horizontal_flip,pre,off,19
21,1,dot,bullet,bullet_mooney_dot_on7,target,regular,post,on,19
22,1,dot,ginger,ginger_mooney_dot_off6,target,horizontal_flip,post,off,19
23,1,dot,peanut_butter,peanut_butter_mooney_dot_on3,target,regular,pre,on,19
24,1,dot,egg_roll,egg_roll_mooney_dot_on1,target,horizontal_flip,pre,on,19
25,1,dot,parking_meter,parking_meter_mooney_dot_off4,target,upside_down,pre,off,19
26,1,dot,candelabra,candelabra_mooney_dot_on7,target,upside_down,post,on,19
27,1,dot,bullet,bullet_mooney_dot_on5,target,regular,post,on,19
