trial_number,block,block_type,image_id,filename,image_type,manipulation,phase,dot_position,subject
1,0,dot,egg_roll,egg_roll_mooney_dot_off2,target,regular,pre,off,49
2,0,dot,hot-water_bottle,hot-water_bottle_mooney_dot_on1,target,upside_down,pre,on,49
3,0,dot,sidecar,sidecar_mooney_dot_off4,target,horizontal_flip,pre,off,49
4,0,dot,egg_roll,egg_roll_mooney_dot_on1,target,regular,pre,on,49
5,0,dot,sidecar,sidecar_mooney_dot_off2,target,horizontal_flip,pre,off,49
6,0,dot,hot-water_bottle,hot-water_bottle_mooney_dot_on3,target,upside_down,pre,on,49
7,0,dot,egg_roll,egg_roll_mooney_dot_on3,target,regular,pre,on,49
8,0,dot,hot-water_bottle,hot-water_bottle_mooney_dot_off2,target,upside_down,pre,off,49
9,0,dot,sidecar,sidecar_mooney_dot_on3,target,horizontal_flip,pre,on,49
10,0,dot,hot-water_bottle,hot-water_bottle_mooney_dot_off4,target,upside_down,pre,off,49
11,0,dot,egg_roll,egg_roll_mooney_dot_off4,target,regular,pre,off,49
12,0,dot,sidecar,sidecar_mooney_dot_on1,target,horizontal_flip,pre,on,49
13,0,recognition,hot-water_bottle,hot-water_bottle_mooney,target,upside_down,pre,,49
14,0,recognition,egg_roll,egg_roll_mooney,target,regular,pre,,49
15,0,recognition,sidecar,sidecar_mooney,target,horizontal_flip,pre,,49
16,0,recognition,hot-water_bottle,hot-water_bottle,target,upside_down,color,,49
17,0,recognition,egg_roll,egg_roll,target,regular,color,,49
18,0,recognition,sidecar,sidecar,target,horizontal_flip,color,,49
19,1,dot,parking_meter,parking_meter_mooney_dot_on1,target,regular,pre,on,49
20,1,dot,hot-water_bottle,hot-water_bottle_mooney_dot_on7,target,upside_down,post,on,49
21,1,dot,sidecar,sidecar_mooney_dot_on7,target,horizontal_flip,post,on,49
22,1,dot,hot-water_bottle,hot-water_bottle_mooney_dot_off6,target,upside_down,post,off,49
23,1,dot,parking_meter,parking_meter_mooney_dot_off2,target,regular,pre,off,49
24,1,dot,backpack,backpack_mooney_dot_on3,target,horizontal_flip,pre,on,49
25,1,dot,pomegranate,pomegranate_mooney_dot_on1,target,upside_down,pre,on,49
26,1,dot,sidecar,sidecar_mooney_dot_off8,target,horizontal_flip,post,off,49
27,1,dot,egg_roll,egg_roll_mooney_dot_off8,target,regular,post,off,49
28,1,dot,hot-water_bottle,hot-water_bottle_mooney_dot_off8,target,upside_down,post,off,49
29,1,dot,parking_meter,parking_meter_mooney_dot_off4,target,regular,pre,off,49
30,1,dot,pomegranate,pomegranate_mooney_dot_off4,target,upside_down,pre,off,49
31,1,dot,egg_roll,egg_roll_mooney_dot_on5,target,regular,post,on,49
32,1,dot,pomegranate,pomegranate_mooney_dot_off2,target,upside_down,pre,off,49
33,1,dot,backpack,backpack_mooney_dot_off4,target,horizontal_flip,pre,off,49
34,1,dot,sidecar,sidecar_mooney_dot_on5,target,horizontal_flip,post,on,49
35,1,dot,egg_roll,egg_roll_mooney_dot_on7,target,regular,post,on,49
36,1,dot,parking_meter,parking_meter_mooney_dot_on3,target,regular,pre,on,49
37,1,dot,backpack,backpack_mooney_dot_off2,target,horizontal_flip,pre,off,49
38,1,dot,pomegranate,pomegranate_mooney_dot_on3,target,upside_down,pre,on,49
39,1,dot,sidecar,sidecar_mooney_dot_off6,target,horizontal_flip,post,off,49
40,1,dot,egg_roll,egg_roll_mooney_dot_off6,target,regular,post,off,49
41,1,dot,backpack,backpack_mooney_dot_on1,target,horizontal_flip,pre,on,49
42,1,dot,hot-water_bottle,hot-water_bottle_mooney_dot_on5,target,upside_down,post,on,49
43,1,recognition,pomegranate,pomegranate_mooney,target,upside_down,pre,,49
44,1,recognition,parking_meter,parking_meter_mooney,target,regular,pre,,49
45,1,recognition,egg_roll,egg_roll_mooney,target,regular,post,,49
46,1,recognition,backpack,backpack_mooney,target,horizontal_flip,pre,,49
47,1,recognition,sidecar,sidecar_mooney,target,horizontal_flip,post,,49
48,1,recognition,hot-water_bottle,hot-water_bottle_mooney,target,upside_down,post,,49
49,1,recognition,backpack,backpack,target,horizontal_flip,color,,49
50,1,recognition,pomegranate,pomegranate,target,upside_down,color,,49
51,1,recognition,parking_meter,parking_meter,target,regular,color,,49
52,2,dot,pomegranate,pomegranate_mooney_dot_on5,target,upside_down,post,on,49
