trial_number,block,block_type,image_id,filename,image_type,manipulation,phase,dot_position,subject
1,0,dot,drill,drill_mooney_dot_off4,target,regular,pre,off,22
2,0,dot,aloe,aloe_mooney_dot_off2,target,upside_down,pre,off,22
3,0,dot,polar_bear,polar_bear_mooney_dot_off4,target,horizontal_flip,pre,off,22
4,0,dot,drill,drill_mooney_dot_on1,target,regular,pre,on,22
5,0,dot,aloe,aloe_mooney_dot_on1,target,upside_down,pre,on,22
6,0,dot,polar_bear,polar_bear_mooney_dot_on3,target,horizontal_flip,pre,on,22
7,0,dot,aloe,aloe_mooney_dot_off4,target,upside_down,pre,off,22
8,0,dot,polar_bear,polar_bear_mooney_dot_on1,target,horizontal_flip,pre,on,22
9,0,dot,drill,drill_mooney_dot_on3,target,regular,pre,on,22
10,0,dot,polar_bear,polar_bear_mooney_dot_off2,target,horizontal_flip,pre,off,22
11,0,dot,aloe,aloe_mooney_dot_on3,target,upside_down,pre,on,22
12,0,dot,drill,drill_mooney_dot_off2,target,regular,pre,off,22
13,0,recognition,polar_bear,polar_bear_mooney,target,horizontal_flip,pre,,22
14,0,recognition,drill,drill_mooney,target,regular,pre,,22
15,0,recognition,aloe,aloe_mooney,target,upside_down,pre,,22
16,0,recognition,polar_bear,polar_bear,target,horizontal_flip,color,,22
17,0,recognition,drill,drill,target,regular,color,,22
18,0,recognition,aloe,aloe,target,upside_down,color,,22
19,1,dot,polar_bear,polar_bear_mooney_dot_on5,target,horizontal_flip,post,on,22
20,1,dot,shears,shears_mooney_dot_off2,target,regular,pre,off,22
21,1,dot,aloe,aloe_mooney_dot_off8,target,upside_down,post,off,22
22,1,dot,drill,drill_mooney_dot_on7,target,regular,post,on,22
23,1,dot,shears,shears_mooney_dot_off4,target,regular,pre,off,22
24,1,dot,polar_bear,polar_bear_mooney_dot_on7,target,horizontal_flip,post,on,22
25,1,dot,drill,drill_mooney_dot_off8,target,regular,post,off,22
26,1,dot,eclair,eclair_mooney_dot_off2,target,horizontal_flip,pre,off,22
27,1,dot,aloe,aloe_mooney_dot_off6,target,upside_down,post,off,22
28,1,dot,eclair,eclair_mooney_dot_on3,target,horizontal_flip,pre,on,22
29,1,dot,drill,drill_mooney_dot_off6,target,regular,post,off,22
30,1,dot,banana_peel,banana_peel_mooney_dot_off4,target,upside_down,pre,off,22
31,1,dot,aloe,aloe_mooney_dot_on5,target,upside_down,post,on,22
32,1,dot,eclair,eclair_mooney_dot_off4,target,horizontal_flip,pre,off,22
33,1,dot,banana_peel,banana_peel_mooney_dot_on1,target,upside_down,pre,on,22
34,1,dot,drill,drill_mooney_dot_on5,target,regular,post,on,22
35,1,dot,aloe,aloe_mooney_dot_on7,target,upside_down,post,on,22
36,1,dot,polar_bear,polar_bear_mooney_dot_off6,target,horizontal_flip,post,off,22
37,1,dot,shears,shears_mooney_dot_on3,target,regular,pre,on,22
38,1,dot,banana_peel,banana_peel_mooney_dot_on3,target,upside_down,pre,on,22
39,1,dot,polar_bear,polar_bear_mooney_dot_off8,target,horizontal_flip,post,off,22
40,1,dot,banana_peel,banana_peel_mooney_dot_off2,target,upside_down,pre,off,22
41,1,dot,shears,shears_mooney_dot_on1,target,regular,pre,on,22
42,1,dot,eclair,eclair_mooney_dot_on1,target,horizontal_flip,pre,on,22
43,1,recognition,drill,drill_mooney,target,regular,post,,22
44,1,recognition,eclair,eclair_mooney,target,horizontal_flip,pre,,22
45,1,recognition,banana_peel,banana_peel_mooney,target,upside_down,pre,,22
46,1,recognition,polar_bear,polar_bear_mooney,target,horizontal_flip,post,,22
47,1,recognition,shears,shears_mooney,target,regular,pre,,22
48,1,recognition,aloe,aloe_mooney,target,upside_down,post,,22
49,1,recognition,eclair,eclair,target,horizontal_flip,color,,22
50,1,recognition,shears,shears,target,regular,color,,22
51,1,recognition,banana_peel,banana_peel,target,upside_down,color,,22
52,2,dot,shears,shears_mooney_dot_on5,target,regular,post,on,22
53,2,dot,banana_peel,banana_peel_mooney_dot_off6,target,upside_down,post,off,22
54,2,dot,hot-water_bottle,hot-water_bottle_mooney_dot_off2,target,regular,pre,off,22
55,2,dot,bat2,bat2_mooney_dot_on3,target,upside_down,pre,on,22
56,2,dot,eclair,eclair_mooney_dot_off8,target,horizontal_flip,post,off,22
57,2,dot,banana_peel,banana_peel_mooney_dot_off8,target,upside_down,post,off,22
58,2,dot,bat2,bat2_mooney_dot_off2,target,upside_down,pre,off,22
59,2,dot,hot-water_bottle,hot-water_bottle_mooney_dot_off4,target,regular,pre,off,22
60,2,dot,eclair,eclair_mooney_dot_on7,target,horizontal_flip,post,on,22
61,2,dot,figurine,figurine_mooney_dot_on3,target,horizontal_flip,pre,on,22
62,2,dot,banana_peel,banana_peel_mooney_dot_on5,target,upside_down,post,on,22
63,2,dot,shears,shears_mooney_dot_on7,target,regular,post,on,22
64,2,dot,bat2,bat2_mooney_dot_on1,target,upside_down,pre,on,22
65,2,dot,hot-water_bottle,hot-water_bottle_mooney_dot_on3,target,regular,pre,on,22
66,2,dot,bat2,bat2_mooney_dot_off4,target,upside_down,pre,off,22
67,2,dot,figurine,figurine_mooney_dot_off2,target,horizontal_flip,pre,off,22
68,2,dot,banana_peel,banana_peel_mooney_dot_on7,target,upside_down,post,on,22
69,2,dot,shears,shears_mooney_dot_off8,target,regular,post,off,22
70,2,dot,figurine,figurine_mooney_dot_off4,target,horizontal_flip,pre,off,22
71,2,dot,eclair,eclair_mooney_dot_on5,target,horizontal_flip,post,on,22
72,2,dot,hot-water_bottle,hot-water_bottle_mooney_dot_on1,target,regular,pre,on,22
73,2,dot,figurine,figurine_mooney_dot_on1,target,horizontal_flip,pre,on,22
74,2,dot,shears,shears_mooney_dot_off6,target,regular,post,off,22
75,2,dot,eclair,eclair_mooney_dot_off6,target,horizontal_flip,post,off,22
76,2,recognition,bat2,bat2_mooney,target,upside_down,pre,,22
77,2,recognition,hot-water_bottle,hot-water_bottle_mooney,target,regular,pre,,22
78,2,recognition,banana_peel,banana_peel_mooney,target,upside_down,post,,22
79,2,recognition,figurine,figurine_mooney,target,horizontal_flip,pre,,22
80,2,recognition,eclair,eclair_mooney,target,horizontal_flip,post,,22
81,2,recognition,shears,shears_mooney,target,regular,post,,22
82,2,recognition,bat2,bat2,target,upside_down,color,,22
83,2,recognition,figurine,figurine,target,horizontal_flip,color,,22
84,2,recognition,hot-water_bottle,hot-water_bottle,target,regular,color,,22
85,3,dot,rattlesnake,rattlesnake_mooney_dot_off2,target,upside_down,pre,off,22
86,3,dot,hot-water_bottle,hot-water_bottle_mooney_dot_off6,target,regular,post,off,22
87,3,dot,candelabra,candelabra_mooney_dot_off2,target,regular,pre,off,22
88,3,dot,bat2,bat2_mooney_dot_on5,target,upside_down,post,on,22
89,3,dot,scarf,scarf_mooney_dot_off4,target,horizontal_flip,pre,off,22
90,3,dot,rattlesnake,rattlesnake_mooney_dot_on1,target,upside_down,pre,on,22
91,3,dot,figurine,figurine_mooney_dot_on5,target,horizontal_flip,post,on,22
92,3,dot,hot-water_bottle,hot-water_bottle_mooney_dot_off8,target,regular,post,off,22
93,3,dot,rattlesnake,rattlesnake_mooney_dot_off4,target,upside_down,pre,off,22
94,3,dot,candelabra,candelabra_mooney_dot_off4,target,regular,pre,off,22
95,3,dot,figurine,figurine_mooney_dot_off6,target,horizontal_flip,post,off,22
