trial_number,block,block_type,image_id,filename,image_type,manipulation,phase,dot_position,subject
1,0,dot,sidecar,sidecar_mooney_dot_off2,target,regular,pre,off,40
2,0,dot,puffin,puffin_mooney_dot_on3,target,horizontal_flip,pre,on,40
3,0,dot,pedal,pedal_mooney_dot_on3,target,upside_down,pre,on,40
4,0,dot,puffin,puffin_mooney_dot_off2,target,horizontal_flip,pre,off,40
5,0,dot,sidecar,sidecar_mooney_dot_off4,target,regular,pre,off,40
6,0,dot,pedal,pedal_mooney_dot_off2,target,upside_down,pre,off,40
7,0,dot,puffin,puffin_mooney_dot_on1,target,horizontal_flip,pre,on,40
8,0,dot,pedal,pedal_mooney_dot_off4,target,upside_down,pre,off,40
9,0,dot,sidecar,sidecar_mooney_dot_on1,target,regular,pre,on,40
10,0,dot,pedal,pedal_mooney_dot_on1,target,upside_down,pre,on,40
11,0,dot,sidecar,sidecar_mooney_dot_on3,target,regular,pre,on,40
12,0,dot,puffin,puffin_mooney_dot_off4,target,horizontal_flip,pre,off,40
13,0,recognition,sidecar,sidecar_mooney,target,regular,pre,,40
14,0,recognition,pedal,pedal_mooney,target,upside_down,pre,,40
15,0,recognition,puffin,puffin_mooney,target,horizontal_flip,pre,,40
16,0,recognition,sidecar,sidecar,target,regular,color,,40
17,0,recognition,pedal,pedal,target,upside_down,color,,40
18,0,recognition,puffin,puffin,target,horizontal_flip,color,,40
19,1,dot,sidecar,sidecar_mooney_dot_on5,target,regular,post,on,40
20,1,dot,pedal,pedal_mooney_dot_off6,target,upside_down,post,off,40
21,1,dot,parking_meter,parking_meter_mooney_dot_off2,target,upside_down,pre,off,40
22,1,dot,peanut_butter,peanut_butter_mooney_dot_on1,target,regular,pre,on,40
23,1,dot,parking_meter,parking_meter_mooney_dot_on1,target,upside_down,pre,on,40
24,1,dot,peanut_butter,peanut_butter_mooney_dot_on3,target,regular,pre,on,40
25,1,dot,dumbbell,dumbbell_mooney_dot_on3,target,horizontal_flip,pre,on,40
26,1,dot,sidecar,sidecar_mooney_dot_off6,target,regular,post,off,40
27,1,dot,parking_meter,parking_meter_mooney_dot_off4,target,upside_down,pre,off,40
28,1,dot,pedal,pedal_mooney_dot_on7,target,upside_down,post,on,40
29,1,dot,dumbbell,dumbbell_mooney_dot_off4,target,horizontal_flip,pre,off,40
30,1,dot,puffin,puffin_mooney_dot_off6,target,horizontal_flip,post,off,40
31,1,dot,sidecar,sidecar_mooney_dot_on7,target,regular,post,on,40
32,1,dot,puffin,puffin_mooney_dot_off8,target,horizontal_flip,post,off,40
