trial_number,block,block_type,image_id,filename,image_type,manipulation,phase,dot_position,subject
1,0,dot,gutter,gutter_mooney_dot_off4,target,regular,pre,off,77
2,0,dot,peanut_butter,peanut_butter_mooney_dot_off2,target,upside_down,pre,off,77
3,0,dot,snail,snail_mooney_dot_on1,catch,regular,pre,on,77
4,0,dot,pedal,pedal_mooney_dot_on1,target,horizontal_flip,pre,on,77
5,0,dot,snail,snail_mooney_dot_off4,catch,regular,pre,off,77
6,0,dot,gutter,gutter_mooney_dot_off2,target,regular,pre,off,77
7,0,dot,pedal,pedal_mooney_dot_on3,target,horizontal_flip,pre,on,77
8,0,dot,peanut_butter,peanut_butter_mooney_dot_on1,target,upside_down,pre,on,77
9,0,dot,pedal,pedal_mooney_dot_off2,target,horizontal_flip,pre,off,77
10,0,dot,gutter,gutter_mooney_dot_on3,target,regular,pre,on,77
11,0,dot,peanut_butter,peanut_butter_mooney_dot_off4,target,upside_down,pre,off,77
12,0,dot,snail,snail_mooney_dot_off2,catch,regular,pre,off,77
13,0,dot,peanut_butter,peanut_butter_mooney_dot_on3,target,upside_down,pre,on,77
14,0,dot,gutter,gutter_mooney_dot_on1,target,regular,pre,on,77
15,0,dot,snail,snail_mooney_dot_on3,catch,regular,pre,on,77
16,0,dot,pedal,pedal_mooney_dot_off4,target,horizontal_flip,pre,off,77
17,0,recognition,gutter,gutter_mooney,target,regular,pre,,77
18,0,recognition,pedal,pedal_mooney,target,horizontal_flip,pre,,77
19,0,recognition,snail,snail_mooney,catch,regular,pre,,77
20,0,recognition,peanut_butter,peanut_butter_mooney,target,upside_down,pre,,77
21,0,recognition,gutter,gutter,target,regular,color,,77
22,0,recognition,peanut_butter,peanut_butter,target,upside_down,color,,77
23,0,recognition,pedal,pedal,target,horizontal_flip,color,,77
24,1,dot,snail,snail_mooney_dot_on7,catch,regular,post,on,77
25,1,dot,gutter,gutter_mooney_dot_off8,target,regular,post,off,77
26,1,dot,aloe,aloe_mooney_dot_off2,catch,upside_down,pre,off,77
27,1,dot,eclair,eclair_mooney_dot_off2,target,horizontal_flip,pre,off,77
28,1,dot,punching_bag,punching_bag_mooney_dot_on1,target,regular,pre,on,77
29,1,dot,pedal,pedal_mooney_dot_off6,target,horizontal_flip,post,off,77
30,1,dot,punching_bag,punching_bag_mooney_dot_off4,target,regular,pre,off,77
31,1,dot,snail,snail_mooney_dot_on5,catch,regular,post,on,77
32,1,dot,missile,missile_mooney_dot_on3,target,upside_down,pre,on,77
33,1,dot,eclair,eclair_mooney_dot_on1,target,horizontal_flip,pre,on,77
34,1,dot,aloe,aloe_mooney_dot_off4,catch,upside_down,pre,off,77
35,1,dot,punching_bag,punching_bag_mooney_dot_on3,target,regular,pre,on,77
36,1,dot,eclair,eclair_mooney_dot_off4,target,horizontal_flip,pre,off,77
37,1,dot,peanut_butter,peanut_butter_mooney_dot_on5,target,upside_down,post,on,77
38,1,dot,pedal,pedal_mooney_dot_off8,target,horizontal_flip,post,off,77
39,1,dot,eclair,eclair_mooney_dot_on3,target,horizontal_flip,pre,on,77
40,1,dot,peanut_butter,peanut_butter_mooney_dot_on7,target,upside_down,post,on,77
41,1,dot,snail,snail_mooney_dot_off6,catch,regular,post,off,77
42,1,dot,aloe,aloe_mooney_dot_on1,catch,upside_down,pre,on,77
43,1,dot,peanut_butter,peanut_butter_mooney_dot_off8,target,upside_down,post,off,77
44,1,dot,pedal,pedal_mooney_dot_on5,target,horizontal_flip,post,on,77
45,1,dot,peanut_butter,peanut_butter_mooney_dot_off6,target,upside_down,post,off,77
46,1,dot,gutter,gutter_mooney_dot_on5,target,regular,post,on,77
47,1,dot,missile,missile_mooney_dot_on1,target,upside_down,pre,on,77
48,1,dot,snail,snail_mooney_dot_off8,catch,regular,post,off,77
49,1,dot,gutter,gutter_mooney_dot_off6,target,regular,post,off,77
50,1,dot,missile,missile_mooney_dot_off4,target,upside_down,pre,off,77
