trial_number,block,block_type,image_id,filename,image_type,manipulation,phase,dot_position,subject
1,0,dot,lip_gloss,lip_gloss_mooney_dot_on3,target,horizontal_flip,pre,on,49
2,0,dot,rattlesnake,rattlesnake_mooney_dot_off2,target,regular,pre,off,49
3,0,dot,sardine,sardine_mooney_dot_off2,catch,regular,pre,off,49
4,0,dot,garlic,garlic_mooney_dot_off4,target,upside_down,pre,off,49
5,0,dot,sardine,sardine_mooney_dot_on1,catch,regular,pre,on,49
6,0,dot,rattlesnake,rattlesnake_mooney_dot_on1,target,regular,pre,on,49
7,0,dot,garlic,garlic_mooney_dot_off2,target,upside_down,pre,off,49
8,0,dot,sardine,sardine_mooney_dot_off4,catch,regular,pre,off,49
9,0,dot,lip_gloss,lip_gloss_mooney_dot_on1,target,horizontal_flip,pre,on,49
10,0,dot,sardine,sardine_mooney_dot_on3,catch,regular,pre,on,49
11,0,dot,lip_gloss,lip_gloss_mooney_dot_off4,target,horizontal_flip,pre,off,49
12,0,dot,garlic,garlic_mooney_dot_on1,target,upside_down,pre,on,49
13,0,dot,rattlesnake,rattlesnake_mooney_dot_on3,target,regular,pre,on,49
14,0,dot,garlic,garlic_mooney_dot_on3,target,upside_down,pre,on,49
15,0,dot,lip_gloss,lip_gloss_mooney_dot_off2,target,horizontal_flip,pre,off,49
16,0,dot,rattlesnake,rattlesnake_mooney_dot_off4,target,regular,pre,off,49
17,0,recognition,sardine,sardine_mooney,catch,regular,pre,,49
18,0,recognition,lip_gloss,lip_gloss_mooney,target,horizontal_flip,pre,,49
19,0,recognition,garlic,garlic_mooney,target,upside_down,pre,,49
20,0,recognition,rattlesnake,rattlesnake_mooney,target,regular,pre,,49
21,0,recognition,lip_gloss,lip_gloss,target,horizontal_flip,color,,49
22,0,recognition,garlic,garlic,target,upside_down,color,,49
23,0,recognition,rattlesnake,rattlesnake,target,regular,color,,49
24,1,dot,candelabra,candelabra_mooney_dot_off2,target,upside_down,pre,off,49
25,1,dot,rattlesnake,rattlesnake_mooney_dot_off8,target,regular,post,off,49
26,1,dot,ginger,ginger_mooney_dot_off4,catch,upside_down,pre,off,49
27,1,dot,pomegranate,pomegranate_mooney_dot_on1,target,horizontal_flip,pre,on,49
28,1,dot,drill,drill_mooney_dot_off2,target,regular,pre,off,49
29,1,dot,pomegranate,pomegranate_mooney_dot_off4,target,horizontal_flip,pre,off,49
30,1,dot,sardine,sardine_mooney_dot_off6,catch,regular,post,off,49
31,1,dot,lip_gloss,lip_gloss_mooney_dot_on5,target,horizontal_flip,post,on,49
32,1,dot,ginger,ginger_mooney_dot_off2,catch,upside_down,pre,off,49
33,1,dot,candelabra,candelabra_mooney_dot_on3,target,upside_down,pre,on,49
34,1,dot,drill,drill_mooney_dot_off4,target,regular,pre,off,49
35,1,dot,sardine,sardine_mooney_dot_on7,catch,regular,post,on,49
36,1,dot,candelabra,candelabra_mooney_dot_off4,target,upside_down,pre,off,49
37,1,dot,sardine,sardine_mooney_dot_off8,catch,regular,post,off,49
38,1,dot,garlic,garlic_mooney_dot_off6,target,upside_down,post,off,49
39,1,dot,rattlesnake,rattlesnake_mooney_dot_off6,target,regular,post,off,49
40,1,dot,lip_gloss,lip_gloss_mooney_dot_off8,target,horizontal_flip,post,off,49
41,1,dot,pomegranate,pomegranate_mooney_dot_on3,target,horizontal_flip,pre,on,49
42,1,dot,drill,drill_mooney_dot_on1,target,regular,pre,on,49
43,1,dot,garlic,garlic_mooney_dot_on5,target,upside_down,post,on,49
44,1,dot,sardine,sardine_mooney_dot_on5,catch,regular,post,on,49
45,1,dot,candelabra,candelabra_mooney_dot_on1,target,upside_down,pre,on,49
46,1,dot,rattlesnake,rattlesnake_mooney_dot_on5,target,regular,post,on,49
47,1,dot,lip_gloss,lip_gloss_mooney_dot_off6,target,horizontal_flip,post,off,49
48,1,dot,garlic,garlic_mooney_dot_on7,target,upside_down,post,on,49
49,1,dot,ginger,ginger_mooney_dot_on1,catch,upside_down,pre,on,49
50,1,dot,pomegranate,pomegranate_mooney_dot_off2,target,horizontal_flip,pre,off,49
51,1,dot,ginger,ginger_mooney_dot_on3,catch,upside_down,pre,on,49
52,1,dot,garlic,garlic_mooney_dot_off8,target,upside_down,post,off,49
53,1,dot,rattlesnake,rattlesnake_mooney_dot_on7,target,regular,post,on,49
54,1,dot,drill,drill_mooney_dot_on3,target,regular,pre,on,49
55,1,dot,lip_gloss,lip_gloss_mooney_dot_on7,target,horizontal_flip,post,on,49
56,1,recognition,garlic,garlic_mooney,target,upside_down,post,,49
57,1,recognition,candelabra,candelabra_mooney,target,upside_down,pre,,49
58,1,recognition,lip_gloss,lip_gloss_mooney,target,horizontal_flip,post,,49
59,1,recognition,drill,drill_mooney,target,regular,pre,,49
60,1,recognition,ginger,ginger_mooney,catch,upside_down,pre,,49
61,1,recognition,rattlesnake,rattlesnake_mooney,target,regular,post,,49
62,1,recognition,sardine,sardine_mooney,catch,regular,post,,49
63,1,recognition,pomegranate,pomegranate_mooney,target,horizontal_flip,pre,,49
64,1,recognition,candelabra,candelabra,target,upside_down,color,,49
65,1,recognition,drill,drill,target,regular,color,,49
66,1,recognition,pomegranate,pomegranate,target,horizontal_flip,color,,49
67,2,dot,gargoyle,gargoyle_mooney_dot_off4,target,regular,pre,off,49
68,2,dot,magnifier,magnifier_mooney_dot_off4,target,upside_down,pre,off,49
69,2,dot,drill,drill_mooney_dot_off6,target,regular,post,off,49
70,2,dot,pomegranate,pomegranate_mooney_dot_off8,target,horizontal_flip,post,off,49
71,2,dot,ginger,ginger_mooney_dot_off8,catch,upside_down,post,off,49
72,2,dot,candelabra,candelabra_mooney_dot_off6,target,upside_down,post,off,49
73,2,dot,puddle,puddle_mooney_dot_on1,target,horizontal_flip,pre,on,49
74,2,dot,gargoyle,gargoyle_mooney_dot_off2,target,regular,pre,off,49
75,2,dot,pomegranate,pomegranate_mooney_dot_on7,target,horizontal_flip,post,on,49
76,2,dot,drill,drill_mooney_dot_on7,target,regular,post,on,49
77,2,dot,pomegranate,pomegranate_mooney_dot_off6,target,horizontal_flip,post,off,49
78,2,dot,ginger,ginger_mooney_dot_on5,catch,upside_down,post,on,49
79,2,dot,figurine,figurine_mooney_dot_on3,catch,horizontal_flip,pre,on,49
80,2,dot,magnifier,magnifier_mooney_dot_on3,target,upside_down,pre,on,49
81,2,dot,pomegranate,pomegranate_mooney_dot_on5,target,horizontal_flip,post,on,49
82,2,dot,figurine,figurine_mooney_dot_off2,catch,horizontal_flip,pre,off,49
83,2,dot,gargoyle,gargoyle_mooney_dot_on3,target,regular,pre,on,49
84,2,dot,figurine,figurine_mooney_dot_off4,catch,horizontal_flip,pre,off,49
85,2,dot,puddle,puddle_mooney_dot_off4,target,horizontal_flip,pre,off,49
86,2,dot,candelabra,candelabra_mooney_dot_on7,target,upside_down,post,on,49
87,2,dot,magnifier,magnifier_mooney_dot_on1,target,upside_down,pre,on,49
88,2,dot,figurine,figurine_mooney_dot_on1,catch,horizontal_flip,pre,on,49
89,2,dot,candelabra,candelabra_mooney_dot_off8,target,upside_down,post,off,49
90,2,dot,drill,drill_mooney_dot_on5,target,regular,post,on,49
91,2,dot,candelabra,candelabra_mooney_dot_on5,target,upside_down,post,on,49
92,2,dot,gargoyle,gargoyle_mooney_dot_on1,target,regular,pre,on,49
93,2,dot,puddle,puddle_mooney_dot_on3,target,horizontal_flip,pre,on,49
94,2,dot,ginger,ginger_mooney_dot_on7,catch,upside_down,post,on,49
95,2,dot,puddle,puddle_mooney_dot_off2,target,horizontal_flip,pre,off,49
96,2,dot,magnifier,magnifier_mooney_dot_off2,target,upside_down,pre,off,49
97,2,dot,drill,drill_mooney_dot_off8,target,regular,post,off,49
98,2,dot,ginger,ginger_mooney_dot_off6,catch,upside_down,post,off,49
99,2,recognition,figurine,figurine_mooney,catch,horizontal_flip,pre,,49
100,2,recognition,ginger,ginger_mooney,catch,upside_down,post,,49
101,2,recognition,puddle,puddle_mooney,target,horizontal_flip,pre,,49
102,2,recognition,candelabra,candelabra_mooney,target,upside_down,post,,49
103,2,recognition,pomegranate,pomegranate_mooney,target,horizontal_flip,post,,49
104,2,recognition,drill,drill_mooney,target,regular,post,,49
105,2,recognition,gargoyle,gargoyle_mooney,target,regular,pre,,49
106,2,recognition,magnifier,magnifier_mooney,target,upside_down,pre,,49
107,2,recognition,puddle,puddle,target,horizontal_flip,color,,49
108,2,recognition,gargoyle,gargoyle,target,regular,color,,49
109,2,recognition,magnifier,magnifier,target,upside_down,color,,49
110,3,dot,gargoyle,gargoyle_mooney_dot_off8,target,regular,post,off,49
111,3,dot,puddle,puddle_mooney_dot_on5,target,horizontal_flip,post,on,49
112,3,dot,figurine,figurine_mooney_dot_on7,catch,horizontal_flip,post,on,49
113,3,dot,magnifier,magnifier_mooney_dot_off8,target,upside_down,post,off,49
114,3,dot,polar_bear,polar_bear_mooney_dot_on3,target,regular,pre,on,49
115,3,dot,figurine,figurine_mooney_dot_off8,catch,horizontal_flip,post,off,49
116,3,dot,backpack,backpack_mooney_dot_off2,target,horizontal_flip,pre,off,49
117,3,dot,polar_bear,polar_bear_mooney_dot_off2,target,regular,pre,off,49
118,3,dot,gargoyle,gargoyle_mooney_dot_on5,target,regular,post,on,49
