trial_number,block,block_type,image_id,filename,image_type,manipulation,phase,dot_position,subject
1,0,dot,puddle,puddle_mooney_dot_off4,target,regular,pre,off,83
2,0,dot,sardine,sardine_mooney_dot_off2,target,horizontal_flip,pre,off,83
3,0,dot,aloe,aloe_mooney_dot_off2,target,upside_down,pre,off,83
4,0,dot,puddle,puddle_mooney_dot_off2,target,regular,pre,off,83
5,0,dot,gargoyle,gargoyle_mooney_dot_off2,catch,regular,pre,off,83
6,0,dot,sardine,sardine_mooney_dot_off4,target,horizontal_flip,pre,off,83
7,0,dot,gargoyle,gargoyle_mooney_dot_on1,catch,regular,pre,on,83
8,0,dot,aloe,aloe_mooney_dot_on1,target,upside_down,pre,on,83
9,0,dot,gargoyle,gargoyle_mooney_dot_on3,catch,regular,pre,on,83
10,0,dot,sardine,sardine_mooney_dot_on3,target,horizontal_flip,pre,on,83
11,0,dot,aloe,aloe_mooney_dot_on3,target,upside_down,pre,on,83
12,0,dot,puddle,puddle_mooney_dot_on1,target,regular,pre,on,83
13,0,dot,sardine,sardine_mooney_dot_on1,target,horizontal_flip,pre,on,83
14,0,dot,aloe,aloe_mooney_dot_off4,target,upside_down,pre,off,83
15,0,dot,gargoyle,gargoyle_mooney_dot_off4,catch,regular,pre,off,83
16,0,dot,puddle,puddle_mooney_dot_on3,target,regular,pre,on,83
17,0,recognition,sardine,sardine_mooney,target,horizontal_flip,pre,,83
18,0,recognition,aloe,aloe_mooney,target,upside_down,pre,,83
19,0,recognition,gargoyle,gargoyle_mooney,catch,regular,pre,,83
20,0,recognition,puddle,puddle_mooney,target,regular,pre,,83
21,0,recognition,aloe,aloe,target,upside_down,color,,83
22,0,recognition,puddle,puddle,target,regular,color,,83
23,0,recognition,sardine,sardine,target,horizontal_flip,color,,83
24,1,dot,puffin,puffin_mooney_dot_on1,catch,upside_down,pre,on,83
25,1,dot,buoy,buoy_mooney_dot_off2,target,upside_down,pre,off,83
26,1,dot,sardine,sardine_mooney_dot_off6,target,horizontal_flip,post,off,83
27,1,dot,aloe,aloe_mooney_dot_on7,target,upside_down,post,on,83
28,1,dot,puddle,puddle_mooney_dot_off8,target,regular,post,off,83
29,1,dot,aloe,aloe_mooney_dot_on5,target,upside_down,post,on,83
30,1,dot,shears,shears_mooney_dot_on1,target,regular,pre,on,83
31,1,dot,puddle,puddle_mooney_dot_on7,target,regular,post,on,83
32,1,dot,buoy,buoy_mooney_dot_off4,target,upside_down,pre,off,83
33,1,dot,pomegranate,pomegranate_mooney_dot_on1,target,horizontal_flip,pre,on,83
34,1,dot,puffin,puffin_mooney_dot_on3,catch,upside_down,pre,on,83
35,1,dot,shears,shears_mooney_dot_off4,target,regular,pre,off,83
36,1,dot,buoy,buoy_mooney_dot_on1,target,upside_down,pre,on,83
37,1,dot,shears,shears_mooney_dot_on3,target,regular,pre,on,83
38,1,dot,aloe,aloe_mooney_dot_off8,target,upside_down,post,off,83
39,1,dot,gargoyle,gargoyle_mooney_dot_on7,catch,regular,post,on,83
40,1,dot,sardine,sardine_mooney_dot_off8,target,horizontal_flip,post,off,83
41,1,dot,aloe,aloe_mooney_dot_off6,target,upside_down,post,off,83
42,1,dot,puffin,puffin_mooney_dot_off2,catch,upside_down,pre,off,83
43,1,dot,gargoyle,gargoyle_mooney_dot_off6,catch,regular,post,off,83
44,1,dot,pomegranate,pomegranate_mooney_dot_off4,target,horizontal_flip,pre,off,83
45,1,dot,puffin,puffin_mooney_dot_off4,catch,upside_down,pre,off,83
46,1,dot,sardine,sardine_mooney_dot_on5,target,horizontal_flip,post,on,83
47,1,dot,shears,shears_mooney_dot_off2,target,regular,pre,off,83
48,1,dot,gargoyle,gargoyle_mooney_dot_on5,catch,regular,post,on,83
49,1,dot,pomegranate,pomegranate_mooney_dot_off2,target,horizontal_flip,pre,off,83
50,1,dot,sardine,sardine_mooney_dot_on7,target,horizontal_flip,post,on,83
51,1,dot,puddle,puddle_mooney_dot_on5,target,regular,post,on,83
52,1,dot,buoy,buoy_mooney_dot_on3,target,upside_down,pre,on,83
53,1,dot,gargoyle,gargoyle_mooney_dot_off8,catch,regular,post,off,83
54,1,dot,puddle,puddle_mooney_dot_off6,target,regular,post,off,83
55,1,dot,pomegranate,pomegranate_mooney_dot_on3,target,horizontal_flip,pre,on,83
56,1,recognition,shears,shears_mooney,target,regular,pre,,83
57,1,recognition,puffin,puffin_mooney,catch,upside_down,pre,,83
58,1,recognition,pomegranate,pomegranate_mooney,target,horizontal_flip,pre,,83
59,1,recognition,buoy,buoy_mooney,target,upside_down,pre,,83
60,1,recognition,aloe,aloe_mooney,target,upside_down,post,,83
61,1,recognition,sardine,sardine_mooney,target,horizontal_flip,post,,83
62,1,recognition,gargoyle,gargoyle_mooney,catch,regular,post,,83
63,1,recognition,puddle,puddle_mooney,target,regular,post,,83
64,1,recognition,pomegranate,pomegranate,target,horizontal_flip,color,,83
65,1,recognition,buoy,buoy,target,upside_down,color,,83
66,1,recognition,shears,shears,target,regular,color,,83
67,2,dot,pomegranate,pomegranate_mooney_dot_off6,target,horizontal_flip,post,off,83
68,2,dot,banana_peel,banana_peel_mooney_dot_off4,target,upside_down,pre,off,83
69,2,dot,pomegranate,pomegranate_mooney_dot_off8,target,horizontal_flip,post,off,83
70,2,dot,garlic,garlic_mooney_dot_off4,target,horizontal_flip,pre,off,83
71,2,dot,shears,shears_mooney_dot_off6,target,regular,post,off,83
72,2,dot,drill,drill_mooney_dot_on3,target,regular,pre,on,83
73,2,dot,lip_gloss,lip_gloss_mooney_dot_off4,catch,horizontal_flip,pre,off,83
74,2,dot,banana_peel,banana_peel_mooney_dot_off2,target,upside_down,pre,off,83
75,2,dot,lip_gloss,lip_gloss_mooney_dot_on3,catch,horizontal_flip,pre,on,83
76,2,dot,buoy,buoy_mooney_dot_on7,target,upside_down,post,on,83
77,2,dot,lip_gloss,lip_gloss_mooney_dot_on1,catch,horizontal_flip,pre,on,83
78,2,dot,shears,shears_mooney_dot_off8,target,regular,post,off,83
79,2,dot,buoy,buoy_mooney_dot_off8,target,upside_down,post,off,83
80,2,dot,drill,drill_mooney_dot_off2,target,regular,pre,off,83
81,2,dot,garlic,garlic_mooney_dot_off2,target,horizontal_flip,pre,off,83
82,2,dot,puffin,puffin_mooney_dot_off6,catch,upside_down,post,off,83
83,2,dot,drill,drill_mooney_dot_off4,target,regular,pre,off,83
84,2,dot,banana_peel,banana_peel_mooney_dot_on3,target,upside_down,pre,on,83
85,2,dot,shears,shears_mooney_dot_on5,target,regular,post,on,83
86,2,dot,garlic,garlic_mooney_dot_on1,target,horizontal_flip,pre,on,83
87,2,dot,puffin,puffin_mooney_dot_on7,catch,upside_down,post,on,83
88,2,dot,pomegranate,pomegranate_mooney_dot_on5,target,horizontal_flip,post,on,83
89,2,dot,garlic,garlic_mooney_dot_on3,target,horizontal_flip,pre,on,83
90,2,dot,puffin,puffin_mooney_dot_on5,catch,upside_down,post,on,83
91,2,dot,drill,drill_mooney_dot_on1,target,regular,pre,on,83
92,2,dot,buoy,buoy_mooney_dot_on5,target,upside_down,post,on,83
93,2,dot,puffin,puffin_mooney_dot_off8,catch,upside_down,post,off,83
94,2,dot,shears,shears_mooney_dot_on7,target,regular,post,on,83
95,2,dot,lip_gloss,lip_gloss_mooney_dot_off2,catch,horizontal_flip,pre,off,83
96,2,dot,buoy,buoy_mooney_dot_off6,target,upside_down,post,off,83
97,2,dot,pomegranate,pomegranate_mooney_dot_on7,target,horizontal_flip,post,on,83
98,2,dot,banana_peel,banana_peel_mooney_dot_on1,target,upside_down,pre,on,83
99,2,recognition,pomegranate,pomegranate_mooney,target,horizontal_flip,post,,83
100,2,recognition,buoy,buoy_mooney,target,upside_down,post,,83
101,2,recognition,lip_gloss,lip_gloss_mooney,catch,horizontal_flip,pre,,83
102,2,recognition,drill,drill_mooney,target,regular,pre,,83
103,2,recognition,garlic,garlic_mooney,target,horizontal_flip,pre,,83
104,2,recognition,shears,shears_mooney,target,regular,post,,83
105,2,recognition,puffin,puffin_mooney,catch,upside_down,post,,83
106,2,recognition,banana_peel,banana_peel_mooney,target,upside_down,pre,,83
107,2,recognition,garlic,garlic,target,horizontal_flip,color,,83
108,2,recognition,drill,drill,target,regular,color,,83
109,2,recognition,banana_peel,banana_peel,target,upside_down,color,,83
110,3,dot,drill,drill_mooney_dot_off8,target,regular,post,off,83
111,3,dot,hot-water_bottle,hot-water_bottle_mooney_dot_on1,target,horizontal_flip,pre,on,83
112,3,dot,lip_gloss,lip_gloss_mooney_dot_on5,catch,horizontal_flip,post,on,83
113,3,dot,pedal,pedal_mooney_dot_off4,target,regular,pre,off,83
114,3,dot,drill,drill_mooney_dot_on5,target,regular,post,on,83
115,3,dot,banana_peel,banana_peel_mooney_dot_off8,target,upside_down,post,off,83
116,3,dot,sidecar,sidecar_mooney_dot_off2,target,upside_down,pre,off,83
