trial_number,block,block_type,image_id,filename,image_type,manipulation,phase,dot_position,subject
1,0,dot,peanut_butter,peanut_butter_mooney_dot_off2,target,upside_down,pre,off,24
2,0,dot,rattlesnake,rattlesnake_mooney_dot_on1,target,regular,pre,on,24
3,0,dot,shears,shears_mooney_dot_on1,catch,regular,pre,on,24
4,0,dot,peanut_butter,peanut_butter_mooney_dot_on3,target,upside_down,pre,on,24
5,0,dot,sidecar,sidecar_mooney_dot_off4,target,horizontal_flip,pre,off,24
6,0,dot,peanut_butter,peanut_butter_mooney_dot_on1,target,upside_down,pre,on,24
7,0,dot,shears,shears_mooney_dot_off2,catch,regular,pre,off,24
8,0,dot,rattlesnake,rattlesnake_mooney_dot_on3,target,regular,pre,on,24
9,0,dot,sidecar,sidecar_mooney_dot_on3,target,horizontal_flip,pre,on,24
10,0,dot,peanut_butter,peanut_butter_mooney_dot_off4,target,upside_down,pre,off,24
11,0,dot,sidecar,sidecar_mooney_dot_off2,target,horizontal_flip,pre,off,24
12,0,dot,shears,shears_mooney_dot_off4,catch,regular,pre,off,24
13,0,dot,rattlesnake,rattlesnake_mooney_dot_off4,target,regular,pre,off,24
14,0,dot,sidecar,sidecar_mooney_dot_on1,target,horizontal_flip,pre,on,24
15,0,dot,shears,shears_mooney_dot_on3,catch,regular,pre,on,24
16,0,dot,rattlesnake,rattlesnake_mooney_dot_off2,target,regular,pre,off,24
17,0,recognition,sidecar,sidecar_mooney,target,horizontal_flip,pre,,24
18,0,recognition,peanut_butter,peanut_butter_mooney,target,upside_down,pre,,24
19,0,recognition,shears,shears_mooney,catch,regular,pre,,24
20,0,recognition,rattlesnake,rattlesnake_mooney,target,regular,pre,,24
21,0,recognition,sidecar,sidecar,target,horizontal_flip,color,,24
22,0,recognition,rattlesnake,rattlesnake,target,regular,color,,24
23,0,recognition,peanut_butter,peanut_butter,target,upside_down,color,,24
24,1,dot,rattlesnake,rattlesnake_mooney_dot_off6,target,regular,post,off,24
25,1,dot,aloe,aloe_mooney_dot_off4,target,upside_down,pre,off,24
26,1,dot,hot-water_bottle,hot-water_bottle_mooney_dot_off4,catch,upside_down,pre,off,24
27,1,dot,rattlesnake,rattlesnake_mooney_dot_off8,target,regular,post,off,24
28,1,dot,sidecar,sidecar_mooney_dot_off8,target,horizontal_flip,post,off,24
29,1,dot,shears,shears_mooney_dot_off8,catch,regular,post,off,24
30,1,dot,peanut_butter,peanut_butter_mooney_dot_on7,target,upside_down,post,on,24
31,1,dot,shears,shears_mooney_dot_on7,catch,regular,post,on,24
32,1,dot,aloe,aloe_mooney_dot_off2,target,upside_down,pre,off,24
33,1,dot,sidecar,sidecar_mooney_dot_on5,target,horizontal_flip,post,on,24
34,1,dot,rattlesnake,rattlesnake_mooney_dot_on7,target,regular,post,on,24
35,1,dot,hot-water_bottle,hot-water_bottle_mooney_dot_on3,catch,upside_down,pre,on,24
36,1,dot,parking_meter,parking_meter_mooney_dot_on1,target,horizontal_flip,pre,on,24
37,1,dot,ginger,ginger_mooney_dot_on1,target,regular,pre,on,24
38,1,dot,hot-water_bottle,hot-water_bottle_mooney_dot_off2,catch,upside_down,pre,off,24
39,1,dot,peanut_butter,peanut_butter_mooney_dot_on5,target,upside_down,post,on,24
40,1,dot,ginger,ginger_mooney_dot_off4,target,regular,pre,off,24
41,1,dot,hot-water_bottle,hot-water_bottle_mooney_dot_on1,catch,upside_down,pre,on,24
