trial_number,block,block_type,image_id,filename,image_type,manipulation,phase,dot_position,subject
1,0,dot,puddle,puddle_mooney_dot_off2,catch,regular,pre,off,74
2,0,dot,axe,axe_mooney_dot_on1,target,regular,pre,on,74
3,0,dot,snail,snail_mooney_dot_off4,target,upside_down,pre,off,74
4,0,dot,dumbbell,dumbbell_mooney_dot_off2,target,horizontal_flip,pre,off,74
5,0,dot,axe,axe_mooney_dot_on3,target,regular,pre,on,74
6,0,dot,snail,snail_mooney_dot_on3,target,upside_down,pre,on,74
7,0,dot,puddle,puddle_mooney_dot_on3,catch,regular,pre,on,74
8,0,dot,axe,axe_mooney_dot_off4,target,regular,pre,off,74
9,0,dot,snail,snail_mooney_dot_on1,target,upside_down,pre,on,74
10,0,dot,puddle,puddle_mooney_dot_on1,catch,regular,pre,on,74
11,0,dot,dumbbell,dumbbell_mooney_dot_off4,target,horizontal_flip,pre,off,74
12,0,dot,axe,axe_mooney_dot_off2,target,regular,pre,off,74
13,0,dot,dumbbell,dumbbell_mooney_dot_on3,target,horizontal_flip,pre,on,74
14,0,dot,puddle,puddle_mooney_dot_off4,catch,regular,pre,off,74
15,0,dot,snail,snail_mooney_dot_off2,target,upside_down,pre,off,74
16,0,dot,dumbbell,dumbbell_mooney_dot_on1,target,horizontal_flip,pre,on,74
17,0,recognition,puddle,puddle_mooney,catch,regular,pre,,74
18,0,recognition,snail,snail_mooney,target,upside_down,pre,,74
19,0,recognition,axe,axe_mooney,target,regular,pre,,74
20,0,recognition,dumbbell,dumbbell_mooney,target,horizontal_flip,pre,,74
21,0,recognition,axe,axe,target,regular,color,,74
22,0,recognition,snail,snail,target,upside_down,color,,74
23,0,recognition,dumbbell,dumbbell,target,horizontal_flip,color,,74
24,1,dot,puddle,puddle_mooney_dot_off6,catch,regular,post,off,74
25,1,dot,sidecar,sidecar_mooney_dot_on3,catch,upside_down,pre,on,74
26,1,dot,dumbbell,dumbbell_mooney_dot_on7,target,horizontal_flip,post,on,74
27,1,dot,axe,axe_mooney_dot_off6,target,regular,post,off,74
28,1,dot,dumbbell,dumbbell_mooney_dot_on5,target,horizontal_flip,post,on,74
29,1,dot,snail,snail_mooney_dot_on7,target,upside_down,post,on,74
30,1,dot,dumbbell,dumbbell_mooney_dot_off8,target,horizontal_flip,post,off,74
31,1,dot,axe,axe_mooney_dot_on5,target,regular,post,on,74
32,1,dot,scarf,scarf_mooney_dot_on3,target,horizontal_flip,pre,on,74
33,1,dot,eclair,eclair_mooney_dot_on1,target,upside_down,pre,on,74
34,1,dot,gargoyle,gargoyle_mooney_dot_on3,target,regular,pre,on,74
35,1,dot,scarf,scarf_mooney_dot_off4,target,horizontal_flip,pre,off,74
36,1,dot,snail,snail_mooney_dot_off6,target,upside_down,post,off,74
37,1,dot,puddle,puddle_mooney_dot_on7,catch,regular,post,on,74
38,1,dot,gargoyle,gargoyle_mooney_dot_on1,target,regular,pre,on,74
39,1,dot,eclair,eclair_mooney_dot_on3,target,upside_down,pre,on,74
40,1,dot,scarf,scarf_mooney_dot_off2,target,horizontal_flip,pre,off,74
41,1,dot,puddle,puddle_mooney_dot_on5,catch,regular,post,on,74
42,1,dot,axe,axe_mooney_dot_on7,target,regular,post,on,74
43,1,dot,eclair,eclair_mooney_dot_off4,target,upside_down,pre,off,74
44,1,dot,snail,snail_mooney_dot_on5,target,upside_down,post,on,74
45,1,dot,scarf,scarf_mooney_dot_on1,target,horizontal_flip,pre,on,74
46,1,dot,eclair,eclair_mooney_dot_off2,target,upside_down,pre,off,74
47,1,dot,puddle,puddle_mooney_dot_off8,catch,regular,post,off,74
48,1,dot,sidecar,sidecar_mooney_dot_off4,catch,upside_down,pre,off,74
49,1,dot,gargoyle,gargoyle_mooney_dot_off2,target,regular,pre,off,74
50,1,dot,sidecar,sidecar_mooney_dot_on1,catch,upside_down,pre,on,74
51,1,dot,gargoyle,gargoyle_mooney_dot_off4,target,regular,pre,off,74
52,1,dot,dumbbell,dumbbell_mooney_dot_off6,target,horizontal_flip,post,off,74
53,1,dot,sidecar,sidecar_mooney_dot_off2,catch,upside_down,pre,off,74
54,1,dot,snail,snail_mooney_dot_off8,target,upside_down,post,off,74
55,1,dot,axe,axe_mooney_dot_off8,target,regular,post,off,74
56,1,recognition,eclair,eclair_mooney,target,upside_down,pre,,74
57,1,recognition,dumbbell,dumbbell_mooney,target,horizontal_flip,post,,74
58,1,recognition,sidecar,sidecar_mooney,catch,upside_down,pre,,74
59,1,recognition,puddle,puddle_mooney,catch,regular,post,,74
60,1,recognition,axe,axe_mooney,target,regular,post,,74
61,1,recognition,snail,snail_mooney,target,upside_down,post,,74
62,1,recognition,gargoyle,gargoyle_mooney,target,regular,pre,,74
63,1,recognition,scarf,scarf_mooney,target,horizontal_flip,pre,,74
64,1,recognition,gargoyle,gargoyle,target,regular,color,,74
65,1,recognition,scarf,scarf,target,horizontal_flip,color,,74
66,1,recognition,eclair,eclair,target,upside_down,color,,74
67,2,dot,gargoyle,gargoyle_mooney_dot_off8,target,regular,post,off,74
68,2,dot,mannequin,mannequin_mooney_dot_off2,catch,horizontal_flip,pre,off,74
69,2,dot,gargoyle,gargoyle_mooney_dot_off6,target,regular,post,off,74
70,2,dot,sidecar,sidecar_mooney_dot_on7,catch,upside_down,post,on,74
71,2,dot,mannequin,mannequin_mooney_dot_on3,catch,horizontal_flip,pre,on,74
72,2,dot,gargoyle,gargoyle_mooney_dot_on5,target,regular,post,on,74
73,2,dot,scarf,scarf_mooney_dot_on7,target,horizontal_flip,post,on,74
74,2,dot,sardine,sardine_mooney_dot_off2,target,horizontal_flip,pre,off,74
75,2,dot,sidecar,sidecar_mooney_dot_on5,catch,upside_down,post,on,74
76,2,dot,scarf,scarf_mooney_dot_off6,target,horizontal_flip,post,off,74
77,2,dot,eclair,eclair_mooney_dot_on5,target,upside_down,post,on,74
78,2,dot,sardine,sardine_mooney_dot_off4,target,horizontal_flip,pre,off,74
79,2,dot,eclair,eclair_mooney_dot_off6,target,upside_down,post,off,74
80,2,dot,mannequin,mannequin_mooney_dot_off4,catch,horizontal_flip,pre,off,74
81,2,dot,parking_meter,parking_meter_mooney_dot_off2,target,regular,pre,off,74
82,2,dot,mannequin,mannequin_mooney_dot_on1,catch,horizontal_flip,pre,on,74
83,2,dot,scarf,scarf_mooney_dot_off8,target,horizontal_flip,post,off,74
84,2,dot,sidecar,sidecar_mooney_dot_off6,catch,upside_down,post,off,74
85,2,dot,rattlesnake,rattlesnake_mooney_dot_off2,target,upside_down,pre,off,74
86,2,dot,gargoyle,gargoyle_mooney_dot_on7,target,regular,post,on,74
87,2,dot,parking_meter,parking_meter_mooney_dot_on3,target,regular,pre,on,74
88,2,dot,rattlesnake,rattlesnake_mooney_dot_on1,target,upside_down,pre,on,74
89,2,dot,parking_meter,parking_meter_mooney_dot_on1,target,regular,pre,on,74
90,2,dot,eclair,eclair_mooney_dot_on7,target,upside_down,post,on,74
91,2,dot,sidecar,sidecar_mooney_dot_off8,catch,upside_down,post,off,74
92,2,dot,sardine,sardine_mooney_dot_on1,target,horizontal_flip,pre,on,74
93,2,dot,rattlesnake,rattlesnake_mooney_dot_on3,target,upside_down,pre,on,74
94,2,dot,eclair,eclair_mooney_dot_off8,target,upside_down,post,off,74
95,2,dot,sardine,sardine_mooney_dot_on3,target,horizontal_flip,pre,on,74
96,2,dot,scarf,scarf_mooney_dot_on5,target,horizontal_flip,post,on,74
97,2,dot,parking_meter,parking_meter_mooney_dot_off4,target,regular,pre,off,74
98,2,dot,rattlesnake,rattlesnake_mooney_dot_off4,target,upside_down,pre,off,74
99,2,recognition,sardine,sardine_mooney,target,horizontal_flip,pre,,74
100,2,recognition,mannequin,mannequin_mooney,catch,horizontal_flip,pre,,74
101,2,recognition,sidecar,sidecar_mooney,catch,upside_down,post,,74
102,2,recognition,rattlesnake,rattlesnake_mooney,target,upside_down,pre,,74
103,2,recognition,parking_meter,parking_meter_mooney,target,regular,pre,,74
104,2,recognition,scarf,scarf_mooney,target,horizontal_flip,post,,74
105,2,recognition,gargoyle,gargoyle_mooney,target,regular,post,,74
106,2,recognition,eclair,eclair_mooney,target,upside_down,post,,74
107,2,recognition,rattlesnake,rattlesnake,target,upside_down,color,,74
108,2,recognition,sardine,sardine,target,horizontal_flip,color,,74
109,2,recognition,parking_meter,parking_meter,target,regular,color,,74
110,3,dot,rattlesnake,rattlesnake_mooney_dot_on7,target,upside_down,post,on,74
111,3,dot,sardine,sardine_mooney_dot_off6,target,horizontal_flip,post,off,74
112,3,dot,rattlesnake,rattlesnake_mooney_dot_off6,target,upside_down,post,off,74
113,3,dot,shears,shears_mooney_dot_off2,target,upside_down,pre,off,74
114,3,dot,bat2,bat2_mooney_dot_off4,target,horizontal_flip,pre,off,74
115,3,dot,parking_meter,parking_meter_mooney_dot_off6,target,regular,post,off,74
116,3,dot,sardine,sardine_mooney_dot_off8,target,horizontal_flip,post,off,74
117,3,dot,parking_meter,parking_meter_mooney_dot_off8,target,regular,post,off,74
118,3,dot,pedal,pedal_mooney_dot_off4,target,regular,pre,off,74
119,3,dot,bat2,bat2_mooney_dot_on1,target,horizontal_flip,pre,on,74
120,3,dot,parking_meter,parking_meter_mooney_dot_on5,target,regular,post,on,74
121,3,dot,bat2,bat2_mooney_dot_on3,target,horizontal_flip,pre,on,74
122,3,dot,rattlesnake,rattlesnake_mooney_dot_off8,target,upside_down,post,off,74
123,3,dot,shears,shears_mooney_dot_on3,target,upside_down,pre,on,74
124,3,dot,mannequin,mannequin_mooney_dot_off6,catch,horizontal_flip,post,off,74
125,3,dot,bat2,bat2_mooney_dot_off2,target,horizontal_flip,pre,off,74
126,3,dot,shears,shears_mooney_dot_on1,target,upside_down,pre,on,74
127,3,dot,pedal,pedal_mooney_dot_off2,target,regular,pre,off,74
128,3,dot,mannequin,mannequin_mooney_dot_on7,catch,horizontal_flip,post,on,74
129,3,dot,pedal,pedal_mooney_dot_on1,target,regular,pre,on,74
130,3,dot,parking_meter,parking_meter_mooney_dot_on7,target,regular,post,on,74
131,3,dot,mannequin,mannequin_mooney_dot_off8,catch,horizontal_flip,post,off,74
132,3,dot,sardine,sardine_mooney_dot_on7,target,horizontal_flip,post,on,74
133,3,dot,shears,shears_mooney_dot_off4,target,upside_down,pre,off,74
134,3,dot,rattlesnake,rattlesnake_mooney_dot_on5,target,upside_down,post,on,74
135,3,dot,pedal,pedal_mooney_dot_on3,target,regular,pre,on,74
136,3,dot,mannequin,mannequin_mooney_dot_on5,catch,horizontal_flip,post,on,74
137,3,dot,sardine,sardine_mooney_dot_on5,target,horizontal_flip,post,on,74
138,3,recognition,rattlesnake,rattlesnake_mooney,target,upside_down,post,,74
139,3,recognition,parking_meter,parking_meter_mooney,target,regular,post,,74
140,3,recognition,mannequin,mannequin_mooney,catch,horizontal_flip,post,,74
141,3,recognition,bat2,bat2_mooney,target,horizontal_flip,pre,,74
142,3,recognition,pedal,pedal_mooney,target,regular,pre,,74
143,3,recognition,sardine,sardine_mooney,target,horizontal_flip,post,,74
144,3,recognition,shears,shears_mooney,target,upside_down,pre,,74
145,3,recognition,pedal,pedal,target,regular,color,,74
146,3,recognition,shears,shears,target,upside_down,color,,74
147,3,recognition,bat2,bat2,target,horizontal_flip,color,,74
148,4,dot,magnifier,magnifier_mooney_dot_on1,target,horizontal_flip,pre,on,74
149,4,dot,sandal,sandal_mooney_dot_off2,target,upside_down,pre,off,74
150,4,dot,football_helmet,football_helmet_mooney_dot_on1,target,regular,pre,on,74
151,4,dot,magnifier,magnifier_mooney_dot_off4,target,horizontal_flip,pre,off,74
152,4,dot,bat2,bat2_mooney_dot_on5,target,horizontal_flip,post,on,74
153,4,dot,pedal,pedal_mooney_dot_on7,target,regular,post,on,74
154,4,dot,bat2,bat2_mooney_dot_off6,target,horizontal_flip,post,off,74
155,4,dot,football_helmet,football_helmet_mooney_dot_off4,target,regular,pre,off,74
156,4,dot,shears,shears_mooney_dot_on5,target,upside_down,post,on,74
157,4,dot,sandal,sandal_mooney_dot_on1,target,upside_down,pre,on,74
158,4,dot,magnifier,magnifier_mooney_dot_off2,target,horizontal_flip,pre,off,74
159,4,dot,pedal,pedal_mooney_dot_off6,target,regular,post,off,74
160,4,dot,bat2,bat2_mooney_dot_off8,target,horizontal_flip,post,off,74
161,4,dot,football_helmet,football_helmet_mooney_dot_off2,target,regular,pre,off,74
162,4,dot,pedal,pedal_mooney_dot_off8,target,regular,post,off,74
163,4,dot,shears,shears_mooney_dot_off8,target,upside_down,post,off,74
164,4,dot,sandal,sandal_mooney_dot_off4,target,upside_down,pre,off,74
165,4,dot,magnifier,magnifier_mooney_dot_on3,target,horizontal_flip,pre,on,74
166,4,dot,football_helmet,football_helmet_mooney_dot_on3,target,regular,pre,on,74
167,4,dot,sandal,sandal_mooney_dot_on3,target,upside_down,pre,on,74
168,4,dot,shears,shears_mooney_dot_on7,target,upside_down,post,on,74
