index,rt,stimulus,key_press,trial_number,block,block_type,image_id,filename,image_type,manipulation,phase,dot_position,subject,trial_type,trial_index,time_elapsed,internal_node_id,browser_name,browser_version,os_name,os_version,tablet,mobile,screen_resolution,window_resolution,subject_url,subject_ProlificID,designmatrix_ID,age,nationality,gender,handedness,Exp_part,trial_part,RawResponse,dot_resp,dot_acc,unamb_image_duration,responses,verbal_id,semantic_distance,verbal_acc_corrected
0,3400.89999999851,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/drill_mooney_dot_on3.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,1,0,dot,drill,drill_mooney_dot_on3,target,regular,pre,on,70soylwoc6m75ba,html-keyboard-response,14,436315,0.0-11.0-5.0-1.0,Chrome,133.0,Windows,10,undefined,undefined,1280 x 720,1280 x 593,https://exponline.ugr.es/publix/939/1007/start?srid=18898,5f332723103f641276efc2f7,45,24,United Kingdom,Male,Right-handed,Exp,dot_recog,e,0,0,,,,,
1,1069.7999999970198,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/aloe_mooney_dot_on3.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,2,0,dot,aloe,aloe_mooney_dot_on3,target,horizontal_flip,pre,on,70soylwoc6m75ba,html-keyboard-response,18,438392,0.0-11.0-5.1-1.1,Chrome,133.0,Windows,10,undefined,undefined,1280 x 720,1280 x 593,https://exponline.ugr.es/publix/939/1007/start?srid=18898,5f332723103f641276efc2f7,45,24,United Kingdom,Male,Right-handed,Exp,dot_recog,i,1,1,,,,,
2,1010.7000000029802,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/carriage_mooney_dot_on1.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",69,3,0,dot,carriage,carriage_mooney_dot_on1,target,upside_down,pre,on,70soylwoc6m75ba,html-keyboard-response,22,440423,0.0-11.0-5.2-1.2,Chrome,133.0,Windows,10,undefined,undefined,1280 x 720,1280 x 593,https://exponline.ugr.es/publix/939/1007/start?srid=18898,5f332723103f641276efc2f7,45,24,United Kingdom,Male,Right-handed,Exp,dot_recog,e,0,0,,,,,
3,855.3999999985099,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/aloe_mooney_dot_off4.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,4,0,dot,aloe,aloe_mooney_dot_off4,target,horizontal_flip,pre,off,70soylwoc6m75ba,html-keyboard-response,26,442295,0.0-11.0-5.3-1.3,Chrome,133.0,Windows,10,undefined,undefined,1280 x 720,1280 x 593,https://exponline.ugr.es/publix/939/1007/start?srid=18898,5f332723103f641276efc2f7,45,24,United Kingdom,Male,Right-handed,Exp,dot_recog,i,1,0,,,,,
4,1258,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/drill_mooney_dot_off2.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,5,0,dot,drill,drill_mooney_dot_off2,target,regular,pre,off,70soylwoc6m75ba,html-keyboard-response,30,444569,0.0-11.0-5.4-1.4,Chrome,133.0,Windows,10,undefined,undefined,1280 x 720,1280 x 593,https://exponline.ugr.es/publix/939/1007/start?srid=18898,5f332723103f641276efc2f7,45,24,United Kingdom,Male,Right-handed,Exp,dot_recog,e,0,1,,,,,
5,1569.1000000014901,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/carriage_mooney_dot_off2.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",73,6,0,dot,carriage,carriage_mooney_dot_off2,target,upside_down,pre,off,70soylwoc6m75ba,html-keyboard-response,34,447157,0.0-11.0-5.5-1.5,Chrome,133.0,Windows,10,undefined,undefined,1280 x 720,1280 x 593,https://exponline.ugr.es/publix/939/1007/start?srid=18898,5f332723103f641276efc2f7,45,24,United Kingdom,Male,Right-handed,Exp,dot_recog,i,1,0,,,,,
6,856.8000000044703,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/aloe_mooney_dot_on1.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,7,0,dot,aloe,aloe_mooney_dot_on1,target,horizontal_flip,pre,on,70soylwoc6m75ba,html-keyboard-response,38,449034,0.0-11.0-5.6-1.6,Chrome,133.0,Windows,10,undefined,undefined,1280 x 720,1280 x 593,https://exponline.ugr.es/publix/939/1007/start?srid=18898,5f332723103f641276efc2f7,45,24,United Kingdom,Male,Right-handed,Exp,dot_recog,i,1,1,,,,,
7,802.6000000014901,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/drill_mooney_dot_on1.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,8,0,dot,drill,drill_mooney_dot_on1,target,regular,pre,on,70soylwoc6m75ba,html-keyboard-response,42,450853,0.0-11.0-5.7-1.7,Chrome,133.0,Windows,10,undefined,undefined,1280 x 720,1280 x 593,https://exponline.ugr.es/publix/939/1007/start?srid=18898,5f332723103f641276efc2f7,45,24,United Kingdom,Male,Right-handed,Exp,dot_recog,i,1,1,,,,,
8,941.6000000014901,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/carriage_mooney_dot_on3.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",73,9,0,dot,carriage,carriage_mooney_dot_on3,target,upside_down,pre,on,70soylwoc6m75ba,html-keyboard-response,46,452808,0.0-11.0-5.8-1.8,Chrome,133.0,Windows,10,undefined,undefined,1280 x 720,1280 x 593,https://exponline.ugr.es/publix/939/1007/start?srid=18898,5f332723103f641276efc2f7,45,24,United Kingdom,Male,Right-handed,Exp,dot_recog,i,1,1,,,,,
9,1106.1000000014901,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/aloe_mooney_dot_off2.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,10,0,dot,aloe,aloe_mooney_dot_off2,target,horizontal_flip,pre,off,70soylwoc6m75ba,html-keyboard-response,50,454934,0.0-11.0-5.9-1.9,Chrome,133.0,Windows,10,undefined,undefined,1280 x 720,1280 x 593,https://exponline.ugr.es/publix/939/1007/start?srid=18898,5f332723103f641276efc2f7,45,24,United Kingdom,Male,Right-handed,Exp,dot_recog,e,0,1,,,,,
10,657.1999999955297,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/carriage_mooney_dot_off4.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",73,11,0,dot,carriage,carriage_mooney_dot_off4,target,upside_down,pre,off,70soylwoc6m75ba,html-keyboard-response,54,456601,0.0-11.0-5.10-1.10,Chrome,133.0,Windows,10,undefined,undefined,1280 x 720,1280 x 593,https://exponline.ugr.es/publix/939/1007/start?srid=18898,5f332723103f641276efc2f7,45,24,United Kingdom,Male,Right-handed,Exp,dot_recog,i,1,0,,,,,
11,789.5,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/drill_mooney_dot_off4.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,12,0,dot,drill,drill_mooney_dot_off4,target,regular,pre,off,70soylwoc6m75ba,html-keyboard-response,58,458409,0.0-11.0-5.11-1.11,Chrome,133.0,Windows,10,undefined,undefined,1280 x 720,1280 x 593,https://exponline.ugr.es/publix/939/1007/start?srid=18898,5f332723103f641276efc2f7,45,24,United Kingdom,Male,Right-handed,Exp,dot_recog,e,0,1,,,,,
12,,,,13,0,recognition,aloe,aloe_mooney,target,horizontal_flip,pre,null,70soylwoc6m75ba,survey-text-autocomplete,66,471249,0.0-11.0-6.12-4.12,Chrome,133.0,Windows,10,undefined,undefined,1280 x 720,1280 x 593,https://exponline.ugr.es/publix/939/1007/start?srid=18898,5f332723103f641276efc2f7,45,24,United Kingdom,Male,Right-handed,Exp,Recognition,,,,,"{""recognition"":""spareribs""}",spareribs,0.6983435779565745,0.0
13,,,,14,0,recognition,drill,drill_mooney,target,regular,pre,null,70soylwoc6m75ba,survey-text-autocomplete,73,477279,0.0-11.0-6.13-4.13,Chrome,133.0,Windows,10,undefined,undefined,1280 x 720,1280 x 593,https://exponline.ugr.es/publix/939/1007/start?srid=18898,5f332723103f641276efc2f7,45,24,United Kingdom,Male,Right-handed,Exp,Recognition,,,,,"{""recognition"":""car""}",car,0.8284073295897443,0.0
14,,,,15,0,recognition,carriage,carriage_mooney,target,upside_down,pre,null,70soylwoc6m75ba,survey-text-autocomplete,80,484685,0.0-11.0-6.14-4.14,Chrome,133.0,Windows,10,undefined,undefined,1280 x 720,1280 x 593,https://exponline.ugr.es/publix/939/1007/start?srid=18898,5f332723103f641276efc2f7,45,24,United Kingdom,Male,Right-handed,Exp,Recognition,,,,,"{""recognition"":""waffle""}",waffle,0.8418783195311791,0.0
15,,,,16,0,recognition,aloe,aloe,target,horizontal_flip,color,null,70soylwoc6m75ba,survey-text-autocomplete,87,502180,0.0-11.0-6.15-4.15,Chrome,133.0,Windows,10,undefined,undefined,1280 x 720,1280 x 593,https://exponline.ugr.es/publix/939/1007/start?srid=18898,5f332723103f641276efc2f7,45,24,United Kingdom,Male,Right-handed,Exp,Recognition,,,,,"{""recognition"":""pot""}",pot,0.6152773668287304,0.0
