index,rt,stimulus,key_press,trial_number,block,block_type,image_id,filename,image_type,manipulation,phase,dot_position,subject,trial_type,trial_index,time_elapsed,internal_node_id,browser_name,browser_version,os_name,os_version,tablet,mobile,screen_resolution,window_resolution,subject_url,subject_ProlificID,designmatrix_ID,age,nationality,gender,handedness,Exp_part,trial_part,RawResponse,dot_resp,dot_acc,unamb_image_duration,responses,verbal_id,semantic_distance,verbal_acc_corrected
0,4538.199999988079,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/gutter_mooney_dot_off4.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",73,1,0,dot,gutter,gutter_mooney_dot_off4,target,horizontal_flip,pre,off,fpcl4q74pubh1xe,html-keyboard-response,14,521546,0.0-11.0-5.0-1.0,Chrome,134.0,Windows,10,undefined,undefined,2048 x 1152,2048 x 1026,https://exponline.ugr.es/publix/939/1007/start?srid=18837,67d01ea6cc32d2475121a0bd,60,34,United States,Female,Right-handed,Exp,dot_recog,i,0,1,,,,,
1,690.9000000357628,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/scarf_mooney_dot_on3.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",73,2,0,dot,scarf,scarf_mooney_dot_on3,target,regular,pre,on,fpcl4q74pubh1xe,html-keyboard-response,18,523245,0.0-11.0-5.1-1.1,Chrome,134.0,Windows,10,undefined,undefined,2048 x 1152,2048 x 1026,https://exponline.ugr.es/publix/939/1007/start?srid=18837,67d01ea6cc32d2475121a0bd,60,34,United States,Female,Right-handed,Exp,dot_recog,i,0,0,,,,,
2,853.1999999880791,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/figurine_mooney_dot_off2.jpg"" style=""width: 500px; height: ""500px; transform: scaleY(-1) ; ""></img></div></div>",73,3,0,dot,figurine,figurine_mooney_dot_off2,target,upside_down,pre,off,fpcl4q74pubh1xe,html-keyboard-response,22,525107,0.0-11.0-5.2-1.2,Chrome,134.0,Windows,10,undefined,undefined,2048 x 1152,2048 x 1026,https://exponline.ugr.es/publix/939/1007/start?srid=18837,67d01ea6cc32d2475121a0bd,60,34,United States,Female,Right-handed,Exp,dot_recog,i,0,1,,,,,
3,404.69999998807907,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/scarf_mooney_dot_off4.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",73,4,0,dot,scarf,scarf_mooney_dot_off4,target,regular,pre,off,fpcl4q74pubh1xe,html-keyboard-response,26,526524,0.0-11.0-5.3-1.3,Chrome,134.0,Windows,10,undefined,undefined,2048 x 1152,2048 x 1026,https://exponline.ugr.es/publix/939/1007/start?srid=18837,67d01ea6cc32d2475121a0bd,60,34,United States,Female,Right-handed,Exp,dot_recog,i,0,1,,,,,
4,469.30000001192093,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/gutter_mooney_dot_off2.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",73,5,0,dot,gutter,gutter_mooney_dot_off2,target,horizontal_flip,pre,off,fpcl4q74pubh1xe,html-keyboard-response,30,528003,0.0-11.0-5.4-1.4,Chrome,134.0,Windows,10,undefined,undefined,2048 x 1152,2048 x 1026,https://exponline.ugr.es/publix/939/1007/start?srid=18837,67d01ea6cc32d2475121a0bd,60,34,United States,Female,Right-handed,Exp,dot_recog,i,0,1,,,,,
5,984.6999999880791,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/figurine_mooney_dot_on1.jpg"" style=""width: 500px; height: ""500px; transform: scaleY(-1) ; ""></img></div></div>",73,6,0,dot,figurine,figurine_mooney_dot_on1,target,upside_down,pre,on,fpcl4q74pubh1xe,html-keyboard-response,34,530000,0.0-11.0-5.5-1.5,Chrome,134.0,Windows,10,undefined,undefined,2048 x 1152,2048 x 1026,https://exponline.ugr.es/publix/939/1007/start?srid=18837,67d01ea6cc32d2475121a0bd,60,34,United States,Female,Right-handed,Exp,dot_recog,i,0,0,,,,,
6,704.8000000119209,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/gutter_mooney_dot_on3.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",73,7,0,dot,gutter,gutter_mooney_dot_on3,target,horizontal_flip,pre,on,fpcl4q74pubh1xe,html-keyboard-response,38,531716,0.0-11.0-5.6-1.6,Chrome,134.0,Windows,10,undefined,undefined,2048 x 1152,2048 x 1026,https://exponline.ugr.es/publix/939/1007/start?srid=18837,67d01ea6cc32d2475121a0bd,60,34,United States,Female,Right-handed,Exp,dot_recog,i,0,0,,,,,
7,1072.0999999642372,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/figurine_mooney_dot_on3.jpg"" style=""width: 500px; height: ""500px; transform: scaleY(-1) ; ""></img></div></div>",73,8,0,dot,figurine,figurine_mooney_dot_on3,target,upside_down,pre,on,fpcl4q74pubh1xe,html-keyboard-response,42,533802,0.0-11.0-5.7-1.7,Chrome,134.0,Windows,10,undefined,undefined,2048 x 1152,2048 x 1026,https://exponline.ugr.es/publix/939/1007/start?srid=18837,67d01ea6cc32d2475121a0bd,60,34,United States,Female,Right-handed,Exp,dot_recog,i,0,0,,,,,
8,435.39999997615814,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/scarf_mooney_dot_on1.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",73,9,0,dot,scarf,scarf_mooney_dot_on1,target,regular,pre,on,fpcl4q74pubh1xe,html-keyboard-response,46,535247,0.0-11.0-5.8-1.8,Chrome,134.0,Windows,10,undefined,undefined,2048 x 1152,2048 x 1026,https://exponline.ugr.es/publix/939/1007/start?srid=18837,67d01ea6cc32d2475121a0bd,60,34,United States,Female,Right-handed,Exp,dot_recog,i,0,0,,,,,
9,493.4000000357628,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/figurine_mooney_dot_off4.jpg"" style=""width: 500px; height: ""500px; transform: scaleY(-1) ; ""></img></div></div>",73,10,0,dot,figurine,figurine_mooney_dot_off4,target,upside_down,pre,off,fpcl4q74pubh1xe,html-keyboard-response,50,536757,0.0-11.0-5.9-1.9,Chrome,134.0,Windows,10,undefined,undefined,2048 x 1152,2048 x 1026,https://exponline.ugr.es/publix/939/1007/start?srid=18837,67d01ea6cc32d2475121a0bd,60,34,United States,Female,Right-handed,Exp,dot_recog,i,0,1,,,,,
