index,rt,stimulus,key_press,trial_number,block,block_type,image_id,filename,image_type,manipulation,phase,dot_position,subject,trial_type,trial_index,time_elapsed,internal_node_id,browser_name,browser_version,os_name,os_version,tablet,mobile,screen_resolution,window_resolution,subject_url,subject_ProlificID,designmatrix_ID,age,nationality,gender,handedness,Exp_part,trial_part,RawResponse,dot_resp,dot_acc,responses,verbal_id,view_history,semantic_distance,verbal_acc_corrected
0,null,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/garlic_mooney_dot_on1.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",null,1,0,dot,garlic,garlic_mooney_dot_on1,target,horizontal_flip,pre,on,50o2glpatq93z0h,html-keyboard-response,14,231376,0.0-11.0-5.0-1.0,Chrome,135.0,Windows,10,undefined,undefined,1920 x 1080,1920 x 945,https://exponline.ugr.es/publix/939/982/start?srid=18098,5fdcc082dfad1528dad65346,9,24,United Kingdom,Male,Right-handed,Exp,dot_recog,,0,0,,,,,
1,1576,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/eclair_mooney_dot_off4.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",69,2,0,dot,eclair,eclair_mooney_dot_off4,target,regular,pre,off,50o2glpatq93z0h,html-keyboard-response,18,233956,0.0-11.0-5.1-1.1,Chrome,135.0,Windows,10,undefined,undefined,1920 x 1080,1920 x 945,https://exponline.ugr.es/publix/939/982/start?srid=18098,5fdcc082dfad1528dad65346,9,24,United Kingdom,Male,Right-handed,Exp,dot_recog,e,1,0,,,,,
2,1479.7999999523163,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/steak_mooney_dot_on3.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",69,3,0,dot,steak,steak_mooney_dot_on3,catch,regular,pre,on,50o2glpatq93z0h,html-keyboard-response,22,236450,0.0-11.0-5.2-1.2,Chrome,135.0,Windows,10,undefined,undefined,1920 x 1080,1920 x 945,https://exponline.ugr.es/publix/939/982/start?srid=18098,5fdcc082dfad1528dad65346,9,24,United Kingdom,Male,Right-handed,Exp,dot_recog,e,1,1,,,,,
3,1179.1000001430511,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/dumbbell_mooney_dot_off2.jpg"" style=""width: 500px; height: ""500px; transform: scaleY(-1) ; ""></img></div></div>",73,4,0,dot,dumbbell,dumbbell_mooney_dot_off2,target,upside_down,pre,off,50o2glpatq93z0h,html-keyboard-response,26,238640,0.0-11.0-5.3-1.3,Chrome,135.0,Windows,10,undefined,undefined,1920 x 1080,1920 x 945,https://exponline.ugr.es/publix/939/982/start?srid=18098,5fdcc082dfad1528dad65346,9,24,United Kingdom,Male,Right-handed,Exp,dot_recog,i,0,1,,,,,
4,650.2999999523163,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/garlic_mooney_dot_off2.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",69,5,0,dot,garlic,garlic_mooney_dot_off2,target,horizontal_flip,pre,off,50o2glpatq93z0h,html-keyboard-response,30,240300,0.0-11.0-5.4-1.4,Chrome,135.0,Windows,10,undefined,undefined,1920 x 1080,1920 x 945,https://exponline.ugr.es/publix/939/982/start?srid=18098,5fdcc082dfad1528dad65346,9,24,United Kingdom,Male,Right-handed,Exp,dot_recog,e,1,0,,,,,
5,776.3000001907349,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/dumbbell_mooney_dot_off4.jpg"" style=""width: 500px; height: ""500px; transform: scaleY(-1) ; ""></img></div></div>",73,6,0,dot,dumbbell,dumbbell_mooney_dot_off4,target,upside_down,pre,off,50o2glpatq93z0h,html-keyboard-response,34,242085,0.0-11.0-5.5-1.5,Chrome,135.0,Windows,10,undefined,undefined,1920 x 1080,1920 x 945,https://exponline.ugr.es/publix/939/982/start?srid=18098,5fdcc082dfad1528dad65346,9,24,United Kingdom,Male,Right-handed,Exp,dot_recog,i,0,1,,,,,
6,915.4000000953674,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/steak_mooney_dot_on1.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",69,7,0,dot,steak,steak_mooney_dot_on1,catch,regular,pre,on,50o2glpatq93z0h,html-keyboard-response,38,244010,0.0-11.0-5.6-1.6,Chrome,135.0,Windows,10,undefined,undefined,1920 x 1080,1920 x 945,https://exponline.ugr.es/publix/939/982/start?srid=18098,5fdcc082dfad1528dad65346,9,24,United Kingdom,Male,Right-handed,Exp,dot_recog,e,1,1,,,,,
7,924.1000001430511,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/garlic_mooney_dot_off4.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",73,8,0,dot,garlic,garlic_mooney_dot_off4,target,horizontal_flip,pre,off,50o2glpatq93z0h,html-keyboard-response,42,245946,0.0-11.0-5.7-1.7,Chrome,135.0,Windows,10,undefined,undefined,1920 x 1080,1920 x 945,https://exponline.ugr.es/publix/939/982/start?srid=18098,5fdcc082dfad1528dad65346,9,24,United Kingdom,Male,Right-handed,Exp,dot_recog,i,0,1,,,,,
8,1018.2000000476837,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/eclair_mooney_dot_on1.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",73,9,0,dot,eclair,eclair_mooney_dot_on1,target,regular,pre,on,50o2glpatq93z0h,html-keyboard-response,46,247976,0.0-11.0-5.8-1.8,Chrome,135.0,Windows,10,undefined,undefined,1920 x 1080,1920 x 945,https://exponline.ugr.es/publix/939/982/start?srid=18098,5fdcc082dfad1528dad65346,9,24,United Kingdom,Male,Right-handed,Exp,dot_recog,i,0,0,,,,,
9,1319.6000001430511,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/dumbbell_mooney_dot_on1.jpg"" style=""width: 500px; height: ""500px; transform: scaleY(-1) ; ""></img></div></div>",69,10,0,dot,dumbbell,dumbbell_mooney_dot_on1,target,upside_down,pre,on,50o2glpatq93z0h,html-keyboard-response,50,250301,0.0-11.0-5.9-1.9,Chrome,135.0,Windows,10,undefined,undefined,1920 x 1080,1920 x 945,https://exponline.ugr.es/publix/939/982/start?srid=18098,5fdcc082dfad1528dad65346,9,24,United Kingdom,Male,Right-handed,Exp,dot_recog,e,1,1,,,,,
