trial_number,block,block_type,image_id,filename,image_type,manipulation,phase,dot_position,subject
1,0,dot,missile,missile_mooney_dot_off4,target,upside_down,pre,off,3
2,0,dot,backpack,backpack_mooney_dot_off2,catch,regular,pre,off,3
3,0,dot,windsock,windsock_mooney_dot_on1,target,regular,pre,on,3
4,0,dot,missile,missile_mooney_dot_off2,target,upside_down,pre,off,3
5,0,dot,windsock,windsock_mooney_dot_off4,target,regular,pre,off,3
6,0,dot,hot-water_bottle,hot-water_bottle_mooney_dot_off4,target,horizontal_flip,pre,off,3
7,0,dot,backpack,backpack_mooney_dot_on1,catch,regular,pre,on,3
8,0,dot,missile,missile_mooney_dot_on1,target,upside_down,pre,on,3
9,0,dot,windsock,windsock_mooney_dot_on3,target,regular,pre,on,3
10,0,dot,hot-water_bottle,hot-water_bottle_mooney_dot_on1,target,horizontal_flip,pre,on,3
11,0,dot,backpack,backpack_mooney_dot_on3,catch,regular,pre,on,3
12,0,dot,hot-water_bottle,hot-water_bottle_mooney_dot_off2,target,horizontal_flip,pre,off,3
13,0,dot,backpack,backpack_mooney_dot_off4,catch,regular,pre,off,3
14,0,dot,missile,missile_mooney_dot_on3,target,upside_down,pre,on,3
15,0,dot,hot-water_bottle,hot-water_bottle_mooney_dot_on3,target,horizontal_flip,pre,on,3
16,0,dot,windsock,windsock_mooney_dot_off2,target,regular,pre,off,3
17,0,recognition,backpack,backpack_mooney,catch,regular,pre,,3
18,0,recognition,hot-water_bottle,hot-water_bottle_mooney,target,horizontal_flip,pre,,3
19,0,recognition,windsock,windsock_mooney,target,regular,pre,,3
20,0,recognition,missile,missile_mooney,target,upside_down,pre,,3
21,0,recognition,hot-water_bottle,hot-water_bottle,target,horizontal_flip,color,,3
22,0,recognition,missile,missile,target,upside_down,color,,3
23,0,recognition,windsock,windsock,target,regular,color,,3
24,1,dot,gargoyle,gargoyle_mooney_dot_on1,target,horizontal_flip,pre,on,3
25,1,dot,football_helmet,football_helmet_mooney_dot_on3,target,regular,pre,on,3
26,1,dot,missile,missile_mooney_dot_off8,target,upside_down,post,off,3
27,1,dot,backpack,backpack_mooney_dot_off8,catch,regular,post,off,3
28,1,dot,punching_bag,punching_bag_mooney_dot_on1,catch,upside_down,pre,on,3
29,1,dot,drill,drill_mooney_dot_on1,target,upside_down,pre,on,3
30,1,dot,hot-water_bottle,hot-water_bottle_mooney_dot_on5,target,horizontal_flip,post,on,3
31,1,dot,drill,drill_mooney_dot_on3,target,upside_down,pre,on,3
32,1,dot,backpack,backpack_mooney_dot_on5,catch,regular,post,on,3
33,1,dot,drill,drill_mooney_dot_off2,target,upside_down,pre,off,3
34,1,dot,missile,missile_mooney_dot_on7,target,upside_down,post,on,3
35,1,dot,windsock,windsock_mooney_dot_off8,target,regular,post,off,3
36,1,dot,missile,missile_mooney_dot_off6,target,upside_down,post,off,3
37,1,dot,windsock,windsock_mooney_dot_on7,target,regular,post,on,3
38,1,dot,gargoyle,gargoyle_mooney_dot_off2,target,horizontal_flip,pre,off,3
39,1,dot,football_helmet,football_helmet_mooney_dot_off2,target,regular,pre,off,3
40,1,dot,missile,missile_mooney_dot_on5,target,upside_down,post,on,3
41,1,dot,punching_bag,punching_bag_mooney_dot_off2,catch,upside_down,pre,off,3
42,1,dot,windsock,windsock_mooney_dot_off6,target,regular,post,off,3
43,1,dot,punching_bag,punching_bag_mooney_dot_on3,catch,upside_down,pre,on,3
44,1,dot,hot-water_bottle,hot-water_bottle_mooney_dot_on7,target,horizontal_flip,post,on,3
45,1,dot,backpack,backpack_mooney_dot_on7,catch,regular,post,on,3
46,1,dot,gargoyle,gargoyle_mooney_dot_on3,target,horizontal_flip,pre,on,3
47,1,dot,backpack,backpack_mooney_dot_off6,catch,regular,post,off,3
48,1,dot,hot-water_bottle,hot-water_bottle_mooney_dot_off6,target,horizontal_flip,post,off,3
49,1,dot,punching_bag,punching_bag_mooney_dot_off4,catch,upside_down,pre,off,3
50,1,dot,drill,drill_mooney_dot_off4,target,upside_down,pre,off,3
51,1,dot,windsock,windsock_mooney_dot_on5,target,regular,post,on,3
52,1,dot,hot-water_bottle,hot-water_bottle_mooney_dot_off8,target,horizontal_flip,post,off,3
53,1,dot,football_helmet,football_helmet_mooney_dot_on1,target,regular,pre,on,3
54,1,dot,gargoyle,gargoyle_mooney_dot_off4,target,horizontal_flip,pre,off,3
55,1,dot,football_helmet,football_helmet_mooney_dot_off4,target,regular,pre,off,3
56,1,recognition,missile,missile_mooney,target,upside_down,post,,3
57,1,recognition,gargoyle,gargoyle_mooney,target,horizontal_flip,pre,,3
58,1,recognition,drill,drill_mooney,target,upside_down,pre,,3
59,1,recognition,windsock,windsock_mooney,target,regular,post,,3
60,1,recognition,hot-water_bottle,hot-water_bottle_mooney,target,horizontal_flip,post,,3
61,1,recognition,football_helmet,football_helmet_mooney,target,regular,pre,,3
62,1,recognition,punching_bag,punching_bag_mooney,catch,upside_down,pre,,3
63,1,recognition,backpack,backpack_mooney,catch,regular,post,,3
64,1,recognition,drill,drill,target,upside_down,color,,3
65,1,recognition,football_helmet,football_helmet,target,regular,color,,3
66,1,recognition,gargoyle,gargoyle,target,horizontal_flip,color,,3
67,2,dot,punching_bag,punching_bag_mooney_dot_on5,catch,upside_down,post,on,3
68,2,dot,gutter,gutter_mooney_dot_off4,target,upside_down,pre,off,3
69,2,dot,football_helmet,football_helmet_mooney_dot_off8,target,regular,post,off,3
70,2,dot,gutter,gutter_mooney_dot_off2,target,upside_down,pre,off,3
71,2,dot,gargoyle,gargoyle_mooney_dot_on5,target,horizontal_flip,post,on,3
72,2,dot,pomegranate,pomegranate_mooney_dot_on1,target,horizontal_flip,pre,on,3
73,2,dot,football_helmet,football_helmet_mooney_dot_on5,target,regular,post,on,3
74,2,dot,gutter,gutter_mooney_dot_on3,target,upside_down,pre,on,3
75,2,dot,pomegranate,pomegranate_mooney_dot_off2,target,horizontal_flip,pre,off,3
76,2,dot,drill,drill_mooney_dot_off8,target,upside_down,post,off,3
77,2,dot,pomegranate,pomegranate_mooney_dot_off4,target,horizontal_flip,pre,off,3
78,2,dot,bullet,bullet_mooney_dot_off4,catch,horizontal_flip,pre,off,3
79,2,dot,fishbowl,fishbowl_mooney_dot_on1,target,regular,pre,on,3
80,2,dot,gargoyle,gargoyle_mooney_dot_on7,target,horizontal_flip,post,on,3
81,2,dot,football_helmet,football_helmet_mooney_dot_on7,target,regular,post,on,3
82,2,dot,gargoyle,gargoyle_mooney_dot_off6,target,horizontal_flip,post,off,3
83,2,dot,bullet,bullet_mooney_dot_off2,catch,horizontal_flip,pre,off,3
84,2,dot,punching_bag,punching_bag_mooney_dot_off6,catch,upside_down,post,off,3
85,2,dot,drill,drill_mooney_dot_on7,target,upside_down,post,on,3
86,2,dot,fishbowl,fishbowl_mooney_dot_on3,target,regular,pre,on,3
87,2,dot,bullet,bullet_mooney_dot_on1,catch,horizontal_flip,pre,on,3
88,2,dot,football_helmet,football_helmet_mooney_dot_off6,target,regular,post,off,3
89,2,dot,bullet,bullet_mooney_dot_on3,catch,horizontal_flip,pre,on,3
90,2,dot,drill,drill_mooney_dot_off6,target,upside_down,post,off,3
91,2,dot,punching_bag,punching_bag_mooney_dot_on7,catch,upside_down,post,on,3
92,2,dot,fishbowl,fishbowl_mooney_dot_off4,target,regular,pre,off,3
93,2,dot,punching_bag,punching_bag_mooney_dot_off8,catch,upside_down,post,off,3
94,2,dot,gutter,gutter_mooney_dot_on1,target,upside_down,pre,on,3
95,2,dot,pomegranate,pomegranate_mooney_dot_on3,target,horizontal_flip,pre,on,3
96,2,dot,gargoyle,gargoyle_mooney_dot_off8,target,horizontal_flip,post,off,3
97,2,dot,fishbowl,fishbowl_mooney_dot_off2,target,regular,pre,off,3
98,2,dot,drill,drill_mooney_dot_on5,target,upside_down,post,on,3
99,2,recognition,punching_bag,punching_bag_mooney,catch,upside_down,post,,3
100,2,recognition,gargoyle,gargoyle_mooney,target,horizontal_flip,post,,3
101,2,recognition,bullet,bullet_mooney,catch,horizontal_flip,pre,,3
102,2,recognition,fishbowl,fishbowl_mooney,target,regular,pre,,3
103,2,recognition,pomegranate,pomegranate_mooney,target,horizontal_flip,pre,,3
104,2,recognition,gutter,gutter_mooney,target,upside_down,pre,,3
105,2,recognition,football_helmet,football_helmet_mooney,target,regular,post,,3
106,2,recognition,drill,drill_mooney,target,upside_down,post,,3
107,2,recognition,pomegranate,pomegranate,target,horizontal_flip,color,,3
108,2,recognition,gutter,gutter,target,upside_down,color,,3
109,2,recognition,fishbowl,fishbowl,target,regular,color,,3
110,3,dot,pomegranate,pomegranate_mooney_dot_on7,target,horizontal_flip,post,on,3
111,3,dot,sandal,sandal_mooney_dot_on3,target,regular,pre,on,3
112,3,dot,bullet,bullet_mooney_dot_on5,catch,horizontal_flip,post,on,3
113,3,dot,dumbbell,dumbbell_mooney_dot_off4,target,upside_down,pre,off,3
114,3,dot,egg_roll,egg_roll_mooney_dot_off2,target,horizontal_flip,pre,off,3
115,3,dot,dumbbell,dumbbell_mooney_dot_off2,target,upside_down,pre,off,3
116,3,dot,bullet,bullet_mooney_dot_on7,catch,horizontal_flip,post,on,3
117,3,dot,fishbowl,fishbowl_mooney_dot_off8,target,regular,post,off,3
118,3,dot,gutter,gutter_mooney_dot_on7,target,upside_down,post,on,3
119,3,dot,pomegranate,pomegranate_mooney_dot_off6,target,horizontal_flip,post,off,3
120,3,dot,bullet,bullet_mooney_dot_off6,catch,horizontal_flip,post,off,3
121,3,dot,gutter,gutter_mooney_dot_on5,target,upside_down,post,on,3
122,3,dot,sandal,sandal_mooney_dot_off4,target,regular,pre,off,3
123,3,dot,egg_roll,egg_roll_mooney_dot_on1,target,horizontal_flip,pre,on,3
124,3,dot,gutter,gutter_mooney_dot_off6,target,upside_down,post,off,3
125,3,dot,dumbbell,dumbbell_mooney_dot_on3,target,upside_down,pre,on,3
126,3,dot,sandal,sandal_mooney_dot_on1,target,regular,pre,on,3
127,3,dot,fishbowl,fishbowl_mooney_dot_off6,target,regular,post,off,3
128,3,dot,egg_roll,egg_roll_mooney_dot_on3,target,horizontal_flip,pre,on,3
129,3,dot,bullet,bullet_mooney_dot_off8,catch,horizontal_flip,post,off,3
130,3,dot,gutter,gutter_mooney_dot_off8,target,upside_down,post,off,3
131,3,dot,fishbowl,fishbowl_mooney_dot_on5,target,regular,post,on,3
132,3,dot,pomegranate,pomegranate_mooney_dot_on5,target,horizontal_flip,post,on,3
133,3,dot,fishbowl,fishbowl_mooney_dot_on7,target,regular,post,on,3
134,3,dot,sandal,sandal_mooney_dot_off2,target,regular,pre,off,3
135,3,dot,egg_roll,egg_roll_mooney_dot_off4,target,horizontal_flip,pre,off,3
136,3,dot,pomegranate,pomegranate_mooney_dot_off8,target,horizontal_flip,post,off,3
137,3,dot,dumbbell,dumbbell_mooney_dot_on1,target,upside_down,pre,on,3
138,3,recognition,bullet,bullet_mooney,catch,horizontal_flip,post,,3
139,3,recognition,dumbbell,dumbbell_mooney,target,upside_down,pre,,3
140,3,recognition,sandal,sandal_mooney,target,regular,pre,,3
141,3,recognition,egg_roll,egg_roll_mooney,target,horizontal_flip,pre,,3
142,3,recognition,pomegranate,pomegranate_mooney,target,horizontal_flip,post,,3
143,3,recognition,fishbowl,fishbowl_mooney,target,regular,post,,3
144,3,recognition,gutter,gutter_mooney,target,upside_down,post,,3
145,3,recognition,sandal,sandal,target,regular,color,,3
146,3,recognition,egg_roll,egg_roll,target,horizontal_flip,color,,3
147,3,recognition,dumbbell,dumbbell,target,upside_down,color,,3
148,4,dot,sandal,sandal_mooney_dot_on5,target,regular,post,on,3
149,4,dot,egg_roll,egg_roll_mooney_dot_off6,target,horizontal_flip,post,off,3
150,4,dot,platypus,platypus_mooney_dot_on3,target,upside_down,pre,on,3
151,4,dot,carriage,carriage_mooney_dot_off2,target,regular,pre,off,3
152,4,dot,platypus,platypus_mooney_dot_off2,target,upside_down,pre,off,3
153,4,dot,carriage,carriage_mooney_dot_off4,target,regular,pre,off,3
154,4,dot,platypus,platypus_mooney_dot_off4,target,upside_down,pre,off,3
155,4,dot,sandal,sandal_mooney_dot_off8,target,regular,post,off,3
156,4,dot,egg_roll,egg_roll_mooney_dot_on7,target,horizontal_flip,post,on,3
157,4,dot,dumbbell,dumbbell_mooney_dot_on5,target,upside_down,post,on,3
158,4,dot,sandal,sandal_mooney_dot_on7,target,regular,post,on,3
159,4,dot,platypus,platypus_mooney_dot_on1,target,upside_down,pre,on,3
160,4,dot,carriage,carriage_mooney_dot_on3,target,regular,pre,on,3
161,4,dot,magnifier,magnifier_mooney_dot_off2,target,horizontal_flip,pre,off,3
162,4,dot,dumbbell,dumbbell_mooney_dot_off6,target,upside_down,post,off,3
163,4,dot,magnifier,magnifier_mooney_dot_off4,target,horizontal_flip,pre,off,3
164,4,dot,dumbbell,dumbbell_mooney_dot_on7,target,upside_down,post,on,3
165,4,dot,egg_roll,egg_roll_mooney_dot_off8,target,horizontal_flip,post,off,3
166,4,dot,magnifier,magnifier_mooney_dot_on3,target,horizontal_flip,pre,on,3
167,4,dot,dumbbell,dumbbell_mooney_dot_off8,target,upside_down,post,off,3
168,4,dot,carriage,carriage_mooney_dot_on1,target,regular,pre,on,3
169,4,dot,egg_roll,egg_roll_mooney_dot_on5,target,horizontal_flip,post,on,3
170,4,dot,sandal,sandal_mooney_dot_off6,target,regular,post,off,3
171,4,dot,magnifier,magnifier_mooney_dot_on1,target,horizontal_flip,pre,on,3
172,4,recognition,sandal,sandal_mooney,target,regular,post,,3
173,4,recognition,carriage,carriage_mooney,target,regular,pre,,3
174,4,recognition,platypus,platypus_mooney,target,upside_down,pre,,3
175,4,recognition,magnifier,magnifier_mooney,target,horizontal_flip,pre,,3
176,4,recognition,egg_roll,egg_roll_mooney,target,horizontal_flip,post,,3
177,4,recognition,dumbbell,dumbbell_mooney,target,upside_down,post,,3
178,4,recognition,magnifier,magnifier,target,horizontal_flip,color,,3
179,4,recognition,platypus,platypus,target,upside_down,color,,3
180,4,recognition,carriage,carriage,target,regular,color,,3
181,5,dot,magnifier,magnifier_mooney_dot_off6,target,horizontal_flip,post,off,3
182,5,dot,platypus,platypus_mooney_dot_on5,target,upside_down,post,on,3
183,5,dot,carriage,carriage_mooney_dot_on5,target,regular,post,on,3
184,5,dot,magnifier,magnifier_mooney_dot_off8,target,horizontal_flip,post,off,3
185,5,dot,carriage,carriage_mooney_dot_off6,target,regular,post,off,3
186,5,dot,platypus,platypus_mooney_dot_off8,target,upside_down,post,off,3
187,5,dot,magnifier,magnifier_mooney_dot_on7,target,horizontal_flip,post,on,3
188,5,dot,platypus,platypus_mooney_dot_on7,target,upside_down,post,on,3
189,5,dot,magnifier,magnifier_mooney_dot_on5,target,horizontal_flip,post,on,3
190,5,dot,carriage,carriage_mooney_dot_off8,target,regular,post,off,3
191,5,dot,platypus,platypus_mooney_dot_off6,target,upside_down,post,off,3
192,5,dot,carriage,carriage_mooney_dot_on7,target,regular,post,on,3
193,5,recognition,magnifier,magnifier_mooney,target,horizontal_flip,post,,3
194,5,recognition,platypus,platypus_mooney,target,upside_down,post,,3
195,5,recognition,carriage,carriage_mooney,target,regular,post,,3
