trial_number,block,block_type,image_id,filename,image_type,manipulation,phase,dot_position,subject
1,0,dot,hot-water_bottle,hot-water_bottle_mooney_dot_off4,catch,regular,pre,off,12
2,0,dot,missile,missile_mooney_dot_off2,target,regular,pre,off,12
3,0,dot,puddle,puddle_mooney_dot_on1,target,horizontal_flip,pre,on,12
4,0,dot,hot-water_bottle,hot-water_bottle_mooney_dot_on1,catch,regular,pre,on,12
5,0,dot,missile,missile_mooney_dot_on3,target,regular,pre,on,12
6,0,dot,sandal,sandal_mooney_dot_off4,target,upside_down,pre,off,12
7,0,dot,missile,missile_mooney_dot_off4,target,regular,pre,off,12
8,0,dot,puddle,puddle_mooney_dot_off4,target,horizontal_flip,pre,off,12
9,0,dot,hot-water_bottle,hot-water_bottle_mooney_dot_off2,catch,regular,pre,off,12
10,0,dot,puddle,puddle_mooney_dot_off2,target,horizontal_flip,pre,off,12
11,0,dot,sandal,sandal_mooney_dot_on1,target,upside_down,pre,on,12
12,0,dot,puddle,puddle_mooney_dot_on3,target,horizontal_flip,pre,on,12
13,0,dot,hot-water_bottle,hot-water_bottle_mooney_dot_on3,catch,regular,pre,on,12
14,0,dot,sandal,sandal_mooney_dot_on3,target,upside_down,pre,on,12
15,0,dot,missile,missile_mooney_dot_on1,target,regular,pre,on,12
16,0,dot,sandal,sandal_mooney_dot_off2,target,upside_down,pre,off,12
17,0,recognition,hot-water_bottle,hot-water_bottle_mooney,catch,regular,pre,,12
18,0,recognition,sandal,sandal_mooney,target,upside_down,pre,,12
19,0,recognition,puddle,puddle_mooney,target,horizontal_flip,pre,,12
20,0,recognition,missile,missile_mooney,target,regular,pre,,12
21,0,recognition,sandal,sandal,target,upside_down,color,,12
22,0,recognition,missile,missile,target,regular,color,,12
23,0,recognition,puddle,puddle,target,horizontal_flip,color,,12
24,1,dot,missile,missile_mooney_dot_off6,target,regular,post,off,12
25,1,dot,hot-water_bottle,hot-water_bottle_mooney_dot_off8,catch,regular,post,off,12
26,1,dot,puddle,puddle_mooney_dot_on7,target,horizontal_flip,post,on,12
27,1,dot,mannequin,mannequin_mooney_dot_off2,target,upside_down,pre,off,12
28,1,dot,puddle,puddle_mooney_dot_on5,target,horizontal_flip,post,on,12
29,1,dot,axe,axe_mooney_dot_off4,target,horizontal_flip,pre,off,12
