trial_number,block,block_type,image_id,filename,image_type,manipulation,phase,dot_position,subject
1,0,dot,backpack,backpack_mooney_dot_off4,target,upside_down,pre,off,36
2,0,dot,steak,steak_mooney_dot_off2,target,regular,pre,off,36
3,0,dot,backpack,backpack_mooney_dot_on1,target,upside_down,pre,on,36
4,0,dot,carriage,carriage_mooney_dot_off4,catch,regular,pre,off,36
5,0,dot,steak,steak_mooney_dot_on3,target,regular,pre,on,36
6,0,dot,backpack,backpack_mooney_dot_on3,target,upside_down,pre,on,36
7,0,dot,steak,steak_mooney_dot_off4,target,regular,pre,off,36
8,0,dot,carriage,carriage_mooney_dot_on1,catch,regular,pre,on,36
9,0,dot,pajamas,pajamas_mooney_dot_off2,target,horizontal_flip,pre,off,36
10,0,dot,steak,steak_mooney_dot_on1,target,regular,pre,on,36
11,0,dot,carriage,carriage_mooney_dot_off2,catch,regular,pre,off,36
12,0,dot,pajamas,pajamas_mooney_dot_on3,target,horizontal_flip,pre,on,36
13,0,dot,backpack,backpack_mooney_dot_off2,target,upside_down,pre,off,36
14,0,dot,pajamas,pajamas_mooney_dot_off4,target,horizontal_flip,pre,off,36
15,0,dot,carriage,carriage_mooney_dot_on3,catch,regular,pre,on,36
16,0,dot,pajamas,pajamas_mooney_dot_on1,target,horizontal_flip,pre,on,36
17,0,recognition,backpack,backpack_mooney,target,upside_down,pre,,36
18,0,recognition,pajamas,pajamas_mooney,target,horizontal_flip,pre,,36
19,0,recognition,steak,steak_mooney,target,regular,pre,,36
20,0,recognition,carriage,carriage_mooney,catch,regular,pre,,36
21,0,recognition,pajamas,pajamas,target,horizontal_flip,color,,36
22,0,recognition,steak,steak,target,regular,color,,36
23,0,recognition,backpack,backpack,target,upside_down,color,,36
24,1,dot,peanut_butter,peanut_butter_mooney_dot_off4,target,upside_down,pre,off,36
25,1,dot,pajamas,pajamas_mooney_dot_off8,target,horizontal_flip,post,off,36
26,1,dot,backpack,backpack_mooney_dot_on7,target,upside_down,post,on,36
27,1,dot,figurine,figurine_mooney_dot_off4,target,horizontal_flip,pre,off,36
28,1,dot,pajamas,pajamas_mooney_dot_on7,target,horizontal_flip,post,on,36
29,1,dot,carriage,carriage_mooney_dot_off8,catch,regular,post,off,36
30,1,dot,parking_meter,parking_meter_mooney_dot_on1,catch,upside_down,pre,on,36
31,1,dot,puffin,puffin_mooney_dot_off2,target,regular,pre,off,36
32,1,dot,carriage,carriage_mooney_dot_on5,catch,regular,post,on,36
33,1,dot,figurine,figurine_mooney_dot_on3,target,horizontal_flip,pre,on,36
34,1,dot,parking_meter,parking_meter_mooney_dot_on3,catch,upside_down,pre,on,36
35,1,dot,steak,steak_mooney_dot_off8,target,regular,post,off,36
36,1,dot,backpack,backpack_mooney_dot_off8,target,upside_down,post,off,36
37,1,dot,steak,steak_mooney_dot_on7,target,regular,post,on,36
38,1,dot,parking_meter,parking_meter_mooney_dot_off2,catch,upside_down,pre,off,36
39,1,dot,peanut_butter,peanut_butter_mooney_dot_off2,target,upside_down,pre,off,36
40,1,dot,figurine,figurine_mooney_dot_on1,target,horizontal_flip,pre,on,36
41,1,dot,puffin,puffin_mooney_dot_off4,target,regular,pre,off,36
42,1,dot,backpack,backpack_mooney_dot_off6,target,upside_down,post,off,36
43,1,dot,puffin,puffin_mooney_dot_on1,target,regular,pre,on,36
44,1,dot,peanut_butter,peanut_butter_mooney_dot_on3,target,upside_down,pre,on,36
45,1,dot,figurine,figurine_mooney_dot_off2,target,horizontal_flip,pre,off,36
46,1,dot,pajamas,pajamas_mooney_dot_off6,target,horizontal_flip,post,off,36
47,1,dot,backpack,backpack_mooney_dot_on5,target,upside_down,post,on,36
48,1,dot,steak,steak_mooney_dot_on5,target,regular,post,on,36
49,1,dot,carriage,carriage_mooney_dot_off6,catch,regular,post,off,36
50,1,dot,peanut_butter,peanut_butter_mooney_dot_on1,target,upside_down,pre,on,36
51,1,dot,puffin,puffin_mooney_dot_on3,target,regular,pre,on,36
52,1,dot,steak,steak_mooney_dot_off6,target,regular,post,off,36
53,1,dot,parking_meter,parking_meter_mooney_dot_off4,catch,upside_down,pre,off,36
54,1,dot,pajamas,pajamas_mooney_dot_on5,target,horizontal_flip,post,on,36
