trial_number,block,block_type,image_id,filename,image_type,manipulation,phase,dot_position,subject
1,0,dot,scarf,scarf_mooney_dot_on1,target,upside_down,pre,on,21
2,0,dot,ginger,ginger_mooney_dot_off4,catch,regular,pre,off,21
3,0,dot,missile,missile_mooney_dot_on1,target,horizontal_flip,pre,on,21
4,0,dot,cucumber,cucumber_mooney_dot_on3,target,regular,pre,on,21
5,0,dot,scarf,scarf_mooney_dot_on3,target,upside_down,pre,on,21
6,0,dot,cucumber,cucumber_mooney_dot_on1,target,regular,pre,on,21
7,0,dot,missile,missile_mooney_dot_off4,target,horizontal_flip,pre,off,21
8,0,dot,cucumber,cucumber_mooney_dot_off2,target,regular,pre,off,21
9,0,dot,ginger,ginger_mooney_dot_on1,catch,regular,pre,on,21
10,0,dot,missile,missile_mooney_dot_on3,target,horizontal_flip,pre,on,21
11,0,dot,ginger,ginger_mooney_dot_off2,catch,regular,pre,off,21
12,0,dot,scarf,scarf_mooney_dot_off4,target,upside_down,pre,off,21
13,0,dot,ginger,ginger_mooney_dot_on3,catch,regular,pre,on,21
14,0,dot,scarf,scarf_mooney_dot_off2,target,upside_down,pre,off,21
15,0,dot,cucumber,cucumber_mooney_dot_off4,target,regular,pre,off,21
16,0,dot,missile,missile_mooney_dot_off2,target,horizontal_flip,pre,off,21
17,0,recognition,ginger,ginger_mooney,catch,regular,pre,,21
18,0,recognition,scarf,scarf_mooney,target,upside_down,pre,,21
19,0,recognition,cucumber,cucumber_mooney,target,regular,pre,,21
20,0,recognition,missile,missile_mooney,target,horizontal_flip,pre,,21
21,0,recognition,cucumber,cucumber,target,regular,color,,21
22,0,recognition,scarf,scarf,target,upside_down,color,,21
23,0,recognition,missile,missile,target,horizontal_flip,color,,21
24,1,dot,punching_bag,punching_bag_mooney_dot_off4,target,upside_down,pre,off,21
25,1,dot,ginger,ginger_mooney_dot_off8,catch,regular,post,off,21
26,1,dot,punching_bag,punching_bag_mooney_dot_off2,target,upside_down,pre,off,21
27,1,dot,scarf,scarf_mooney_dot_off8,target,upside_down,post,off,21
28,1,dot,cucumber,cucumber_mooney_dot_off8,target,regular,post,off,21
29,1,dot,missile,missile_mooney_dot_off6,target,horizontal_flip,post,off,21
30,1,dot,platypus,platypus_mooney_dot_off4,target,regular,pre,off,21
31,1,dot,punching_bag,punching_bag_mooney_dot_on1,target,upside_down,pre,on,21
32,1,dot,missile,missile_mooney_dot_off8,target,horizontal_flip,post,off,21
33,1,dot,ginger,ginger_mooney_dot_on5,catch,regular,post,on,21
34,1,dot,pedal,pedal_mooney_dot_off4,catch,upside_down,pre,off,21
35,1,dot,puddle,puddle_mooney_dot_off2,target,horizontal_flip,pre,off,21
36,1,dot,pedal,pedal_mooney_dot_on1,catch,upside_down,pre,on,21
37,1,dot,platypus,platypus_mooney_dot_on1,target,regular,pre,on,21
38,1,dot,cucumber,cucumber_mooney_dot_off6,target,regular,post,off,21
39,1,dot,puddle,puddle_mooney_dot_on3,target,horizontal_flip,pre,on,21
40,1,dot,cucumber,cucumber_mooney_dot_on5,target,regular,post,on,21
41,1,dot,platypus,platypus_mooney_dot_on3,target,regular,pre,on,21
42,1,dot,missile,missile_mooney_dot_on5,target,horizontal_flip,post,on,21
43,1,dot,scarf,scarf_mooney_dot_on5,target,upside_down,post,on,21
44,1,dot,ginger,ginger_mooney_dot_on7,catch,regular,post,on,21
45,1,dot,pedal,pedal_mooney_dot_off2,catch,upside_down,pre,off,21
46,1,dot,scarf,scarf_mooney_dot_on7,target,upside_down,post,on,21
47,1,dot,missile,missile_mooney_dot_on7,target,horizontal_flip,post,on,21
48,1,dot,pedal,pedal_mooney_dot_on3,catch,upside_down,pre,on,21
49,1,dot,punching_bag,punching_bag_mooney_dot_on3,target,upside_down,pre,on,21
50,1,dot,puddle,puddle_mooney_dot_on1,target,horizontal_flip,pre,on,21
51,1,dot,cucumber,cucumber_mooney_dot_on7,target,regular,post,on,21
52,1,dot,puddle,puddle_mooney_dot_off4,target,horizontal_flip,pre,off,21
53,1,dot,scarf,scarf_mooney_dot_off6,target,upside_down,post,off,21
54,1,dot,ginger,ginger_mooney_dot_off6,catch,regular,post,off,21
55,1,dot,platypus,platypus_mooney_dot_off2,target,regular,pre,off,21
56,1,recognition,puddle,puddle_mooney,target,horizontal_flip,pre,,21
57,1,recognition,ginger,ginger_mooney,catch,regular,post,,21
58,1,recognition,scarf,scarf_mooney,target,upside_down,post,,21
59,1,recognition,punching_bag,punching_bag_mooney,target,upside_down,pre,,21
60,1,recognition,platypus,platypus_mooney,target,regular,pre,,21
61,1,recognition,cucumber,cucumber_mooney,target,regular,post,,21
62,1,recognition,pedal,pedal_mooney,catch,upside_down,pre,,21
63,1,recognition,missile,missile_mooney,target,horizontal_flip,post,,21
64,1,recognition,platypus,platypus,target,regular,color,,21
65,1,recognition,punching_bag,punching_bag,target,upside_down,color,,21
66,1,recognition,puddle,puddle,target,horizontal_flip,color,,21
67,2,dot,figurine,figurine_mooney_dot_on1,target,upside_down,pre,on,21
68,2,dot,puddle,puddle_mooney_dot_on5,target,horizontal_flip,post,on,21
69,2,dot,football_helmet,football_helmet_mooney_dot_on1,target,regular,pre,on,21
70,2,dot,drill,drill_mooney_dot_off4,target,horizontal_flip,pre,off,21
71,2,dot,puddle,puddle_mooney_dot_on7,target,horizontal_flip,post,on,21
72,2,dot,football_helmet,football_helmet_mooney_dot_off2,target,regular,pre,off,21
73,2,dot,figurine,figurine_mooney_dot_off2,target,upside_down,pre,off,21
74,2,dot,pedal,pedal_mooney_dot_on7,catch,upside_down,post,on,21
75,2,dot,garlic,garlic_mooney_dot_on1,catch,horizontal_flip,pre,on,21
76,2,dot,platypus,platypus_mooney_dot_on5,target,regular,post,on,21
77,2,dot,puddle,puddle_mooney_dot_off8,target,horizontal_flip,post,off,21
78,2,dot,punching_bag,punching_bag_mooney_dot_off6,target,upside_down,post,off,21
79,2,dot,drill,drill_mooney_dot_on3,target,horizontal_flip,pre,on,21
80,2,dot,figurine,figurine_mooney_dot_off4,target,upside_down,pre,off,21
81,2,dot,punching_bag,punching_bag_mooney_dot_off8,target,upside_down,post,off,21
82,2,dot,platypus,platypus_mooney_dot_off6,target,regular,post,off,21
83,2,dot,drill,drill_mooney_dot_off2,target,horizontal_flip,pre,off,21
84,2,dot,platypus,platypus_mooney_dot_on7,target,regular,post,on,21
85,2,dot,punching_bag,punching_bag_mooney_dot_on5,target,upside_down,post,on,21
86,2,dot,garlic,garlic_mooney_dot_off2,catch,horizontal_flip,pre,off,21
87,2,dot,platypus,platypus_mooney_dot_off8,target,regular,post,off,21
88,2,dot,drill,drill_mooney_dot_on1,target,horizontal_flip,pre,on,21
89,2,dot,pedal,pedal_mooney_dot_off8,catch,upside_down,post,off,21
90,2,dot,punching_bag,punching_bag_mooney_dot_on7,target,upside_down,post,on,21
91,2,dot,garlic,garlic_mooney_dot_on3,catch,horizontal_flip,pre,on,21
92,2,dot,puddle,puddle_mooney_dot_off6,target,horizontal_flip,post,off,21
93,2,dot,figurine,figurine_mooney_dot_on3,target,upside_down,pre,on,21
94,2,dot,pedal,pedal_mooney_dot_off6,catch,upside_down,post,off,21
95,2,dot,football_helmet,football_helmet_mooney_dot_off4,target,regular,pre,off,21
96,2,dot,garlic,garlic_mooney_dot_off4,catch,horizontal_flip,pre,off,21
97,2,dot,pedal,pedal_mooney_dot_on5,catch,upside_down,post,on,21
98,2,dot,football_helmet,football_helmet_mooney_dot_on3,target,regular,pre,on,21
99,2,recognition,punching_bag,punching_bag_mooney,target,upside_down,post,,21
100,2,recognition,platypus,platypus_mooney,target,regular,post,,21
101,2,recognition,drill,drill_mooney,target,horizontal_flip,pre,,21
102,2,recognition,pedal,pedal_mooney,catch,upside_down,post,,21
103,2,recognition,garlic,garlic_mooney,catch,horizontal_flip,pre,,21
