trial_number,block,block_type,image_id,filename,image_type,manipulation,phase,dot_position,subject
1,0,dot,buoy,buoy_mooney_dot_off2,catch,regular,pre,off,51
2,0,dot,bat2,bat2_mooney_dot_on1,target,regular,pre,on,51
3,0,dot,pedal,pedal_mooney_dot_on3,target,horizontal_flip,pre,on,51
4,0,dot,banana_peel,banana_peel_mooney_dot_on1,target,upside_down,pre,on,51
5,0,dot,pedal,pedal_mooney_dot_off2,target,horizontal_flip,pre,off,51
6,0,dot,buoy,buoy_mooney_dot_on3,catch,regular,pre,on,51
7,0,dot,bat2,bat2_mooney_dot_off2,target,regular,pre,off,51
8,0,dot,banana_peel,banana_peel_mooney_dot_off4,target,upside_down,pre,off,51
9,0,dot,bat2,bat2_mooney_dot_off4,target,regular,pre,off,51
10,0,dot,buoy,buoy_mooney_dot_on1,catch,regular,pre,on,51
11,0,dot,pedal,pedal_mooney_dot_on1,target,horizontal_flip,pre,on,51
12,0,dot,banana_peel,banana_peel_mooney_dot_off2,target,upside_down,pre,off,51
13,0,dot,bat2,bat2_mooney_dot_on3,target,regular,pre,on,51
14,0,dot,banana_peel,banana_peel_mooney_dot_on3,target,upside_down,pre,on,51
15,0,dot,pedal,pedal_mooney_dot_off4,target,horizontal_flip,pre,off,51
16,0,dot,buoy,buoy_mooney_dot_off4,catch,regular,pre,off,51
17,0,recognition,pedal,pedal_mooney,target,horizontal_flip,pre,,51
18,0,recognition,bat2,bat2_mooney,target,regular,pre,,51
19,0,recognition,buoy,buoy_mooney,catch,regular,pre,,51
20,0,recognition,banana_peel,banana_peel_mooney,target,upside_down,pre,,51
21,0,recognition,pedal,pedal,target,horizontal_flip,color,,51
22,0,recognition,banana_peel,banana_peel,target,upside_down,color,,51
23,0,recognition,bat2,bat2,target,regular,color,,51
24,1,dot,gargoyle,gargoyle_mooney_dot_off2,catch,upside_down,pre,off,51
25,1,dot,banana_peel,banana_peel_mooney_dot_on5,target,upside_down,post,on,51
26,1,dot,sandal,sandal_mooney_dot_on1,target,horizontal_flip,pre,on,51
27,1,dot,gargoyle,gargoyle_mooney_dot_on3,catch,upside_down,pre,on,51
28,1,dot,sandal,sandal_mooney_dot_on3,target,horizontal_flip,pre,on,51
29,1,dot,banana_peel,banana_peel_mooney_dot_off8,target,upside_down,post,off,51
30,1,dot,backpack,backpack_mooney_dot_off2,target,regular,pre,off,51
31,1,dot,gargoyle,gargoyle_mooney_dot_off4,catch,upside_down,pre,off,51
32,1,dot,backpack,backpack_mooney_dot_on3,target,regular,pre,on,51
33,1,dot,pedal,pedal_mooney_dot_on5,target,horizontal_flip,post,on,51
34,1,dot,backpack,backpack_mooney_dot_on1,target,regular,pre,on,51
35,1,dot,bat2,bat2_mooney_dot_off8,target,regular,post,off,51
36,1,dot,pedal,pedal_mooney_dot_off8,target,horizontal_flip,post,off,51
37,1,dot,shears,shears_mooney_dot_on3,target,upside_down,pre,on,51
38,1,dot,pedal,pedal_mooney_dot_on7,target,horizontal_flip,post,on,51
39,1,dot,buoy,buoy_mooney_dot_on5,catch,regular,post,on,51
40,1,dot,bat2,bat2_mooney_dot_on5,target,regular,post,on,51
41,1,dot,sandal,sandal_mooney_dot_off4,target,horizontal_flip,pre,off,51
42,1,dot,bat2,bat2_mooney_dot_on7,target,regular,post,on,51
43,1,dot,buoy,buoy_mooney_dot_off8,catch,regular,post,off,51
44,1,dot,pedal,pedal_mooney_dot_off6,target,horizontal_flip,post,off,51
45,1,dot,sandal,sandal_mooney_dot_off2,target,horizontal_flip,pre,off,51
46,1,dot,buoy,buoy_mooney_dot_on7,catch,regular,post,on,51
47,1,dot,shears,shears_mooney_dot_on1,target,upside_down,pre,on,51
48,1,dot,gargoyle,gargoyle_mooney_dot_on1,catch,upside_down,pre,on,51
49,1,dot,bat2,bat2_mooney_dot_off6,target,regular,post,off,51
50,1,dot,shears,shears_mooney_dot_off4,target,upside_down,pre,off,51
51,1,dot,banana_peel,banana_peel_mooney_dot_on7,target,upside_down,post,on,51
52,1,dot,backpack,backpack_mooney_dot_off4,target,regular,pre,off,51
53,1,dot,shears,shears_mooney_dot_off2,target,upside_down,pre,off,51
54,1,dot,buoy,buoy_mooney_dot_off6,catch,regular,post,off,51
55,1,dot,banana_peel,banana_peel_mooney_dot_off6,target,upside_down,post,off,51
56,1,recognition,sandal,sandal_mooney,target,horizontal_flip,pre,,51
57,1,recognition,bat2,bat2_mooney,target,regular,post,,51
58,1,recognition,pedal,pedal_mooney,target,horizontal_flip,post,,51
59,1,recognition,backpack,backpack_mooney,target,regular,pre,,51
60,1,recognition,banana_peel,banana_peel_mooney,target,upside_down,post,,51
61,1,recognition,buoy,buoy_mooney,catch,regular,post,,51
62,1,recognition,shears,shears_mooney,target,upside_down,pre,,51
63,1,recognition,gargoyle,gargoyle_mooney,catch,upside_down,pre,,51
64,1,recognition,backpack,backpack,target,regular,color,,51
65,1,recognition,shears,shears,target,upside_down,color,,51
66,1,recognition,sandal,sandal,target,horizontal_flip,color,,51
67,2,dot,bullet,bullet_mooney_dot_on1,target,regular,pre,on,51
68,2,dot,backpack,backpack_mooney_dot_on7,target,regular,post,on,51
69,2,dot,carriage,carriage_mooney_dot_off2,catch,horizontal_flip,pre,off,51
70,2,dot,shears,shears_mooney_dot_on5,target,upside_down,post,on,51
71,2,dot,backpack,backpack_mooney_dot_off6,target,regular,post,off,51
72,2,dot,gargoyle,gargoyle_mooney_dot_off6,catch,upside_down,post,off,51
73,2,dot,scarf,scarf_mooney_dot_on1,target,upside_down,pre,on,51
74,2,dot,pomegranate,pomegranate_mooney_dot_off4,target,horizontal_flip,pre,off,51
75,2,dot,bullet,bullet_mooney_dot_off4,target,regular,pre,off,51
76,2,dot,carriage,carriage_mooney_dot_off4,catch,horizontal_flip,pre,off,51
77,2,dot,gargoyle,gargoyle_mooney_dot_off8,catch,upside_down,post,off,51
78,2,dot,scarf,scarf_mooney_dot_on3,target,upside_down,pre,on,51
79,2,dot,pomegranate,pomegranate_mooney_dot_on1,target,horizontal_flip,pre,on,51
80,2,dot,shears,shears_mooney_dot_off8,target,upside_down,post,off,51
81,2,dot,sandal,sandal_mooney_dot_on5,target,horizontal_flip,post,on,51
82,2,dot,shears,shears_mooney_dot_on7,target,upside_down,post,on,51
83,2,dot,gargoyle,gargoyle_mooney_dot_on7,catch,upside_down,post,on,51
84,2,dot,sandal,sandal_mooney_dot_off6,target,horizontal_flip,post,off,51
85,2,dot,pomegranate,pomegranate_mooney_dot_off2,target,horizontal_flip,pre,off,51
86,2,dot,backpack,backpack_mooney_dot_on5,target,regular,post,on,51
87,2,dot,carriage,carriage_mooney_dot_on3,catch,horizontal_flip,pre,on,51
88,2,dot,bullet,bullet_mooney_dot_on3,target,regular,pre,on,51
89,2,dot,scarf,scarf_mooney_dot_off4,target,upside_down,pre,off,51
90,2,dot,bullet,bullet_mooney_dot_off2,target,regular,pre,off,51
91,2,dot,scarf,scarf_mooney_dot_off2,target,upside_down,pre,off,51
92,2,dot,sandal,sandal_mooney_dot_on7,target,horizontal_flip,post,on,51
93,2,dot,gargoyle,gargoyle_mooney_dot_on5,catch,upside_down,post,on,51
94,2,dot,shears,shears_mooney_dot_off6,target,upside_down,post,off,51
95,2,dot,sandal,sandal_mooney_dot_off8,target,horizontal_flip,post,off,51
96,2,dot,backpack,backpack_mooney_dot_off8,target,regular,post,off,51
97,2,dot,carriage,carriage_mooney_dot_on1,catch,horizontal_flip,pre,on,51
98,2,dot,pomegranate,pomegranate_mooney_dot_on3,target,horizontal_flip,pre,on,51
99,2,recognition,shears,shears_mooney,target,upside_down,post,,51
100,2,recognition,backpack,backpack_mooney,target,regular,post,,51
101,2,recognition,gargoyle,gargoyle_mooney,catch,upside_down,post,,51
