trial_number,block,block_type,image_id,filename,image_type,manipulation,phase,dot_position,subject
1,0,dot,cucumber,cucumber_mooney_dot_on1,target,regular,pre,on,38
2,0,dot,scarf,scarf_mooney_dot_on3,catch,regular,pre,on,38
3,0,dot,gutter,gutter_mooney_dot_off2,target,upside_down,pre,off,38
4,0,dot,missile,missile_mooney_dot_on3,target,horizontal_flip,pre,on,38
5,0,dot,gutter,gutter_mooney_dot_on1,target,upside_down,pre,on,38
6,0,dot,scarf,scarf_mooney_dot_on1,catch,regular,pre,on,38
7,0,dot,cucumber,cucumber_mooney_dot_off4,target,regular,pre,off,38
8,0,dot,missile,missile_mooney_dot_off2,target,horizontal_flip,pre,off,38
9,0,dot,cucumber,cucumber_mooney_dot_off2,target,regular,pre,off,38
10,0,dot,gutter,gutter_mooney_dot_on3,target,upside_down,pre,on,38
11,0,dot,missile,missile_mooney_dot_off4,target,horizontal_flip,pre,off,38
12,0,dot,scarf,scarf_mooney_dot_off2,catch,regular,pre,off,38
13,0,dot,cucumber,cucumber_mooney_dot_on3,target,regular,pre,on,38
14,0,dot,gutter,gutter_mooney_dot_off4,target,upside_down,pre,off,38
15,0,dot,scarf,scarf_mooney_dot_off4,catch,regular,pre,off,38
16,0,dot,missile,missile_mooney_dot_on1,target,horizontal_flip,pre,on,38
17,0,recognition,cucumber,cucumber_mooney,target,regular,pre,,38
18,0,recognition,gutter,gutter_mooney,target,upside_down,pre,,38
19,0,recognition,scarf,scarf_mooney,catch,regular,pre,,38
20,0,recognition,missile,missile_mooney,target,horizontal_flip,pre,,38
21,0,recognition,cucumber,cucumber,target,regular,color,,38
22,0,recognition,missile,missile,target,horizontal_flip,color,,38
23,0,recognition,gutter,gutter,target,upside_down,color,,38
24,1,dot,backpack,backpack_mooney_dot_on3,target,horizontal_flip,pre,on,38
25,1,dot,hot-water_bottle,hot-water_bottle_mooney_dot_on3,target,upside_down,pre,on,38
26,1,dot,backpack,backpack_mooney_dot_on1,target,horizontal_flip,pre,on,38
27,1,dot,grasshopper,grasshopper_mooney_dot_on1,target,regular,pre,on,38
28,1,dot,scarf,scarf_mooney_dot_on7,catch,regular,post,on,38
29,1,dot,shears,shears_mooney_dot_off4,catch,upside_down,pre,off,38
30,1,dot,missile,missile_mooney_dot_off8,target,horizontal_flip,post,off,38
31,1,dot,cucumber,cucumber_mooney_dot_on7,target,regular,post,on,38
32,1,dot,backpack,backpack_mooney_dot_off4,target,horizontal_flip,pre,off,38
33,1,dot,scarf,scarf_mooney_dot_on5,catch,regular,post,on,38
34,1,dot,backpack,backpack_mooney_dot_off2,target,horizontal_flip,pre,off,38
35,1,dot,grasshopper,grasshopper_mooney_dot_off4,target,regular,pre,off,38
36,1,dot,gutter,gutter_mooney_dot_on7,target,upside_down,post,on,38
37,1,dot,shears,shears_mooney_dot_on3,catch,upside_down,pre,on,38
38,1,dot,cucumber,cucumber_mooney_dot_on5,target,regular,post,on,38
39,1,dot,hot-water_bottle,hot-water_bottle_mooney_dot_on1,target,upside_down,pre,on,38
40,1,dot,grasshopper,grasshopper_mooney_dot_off2,target,regular,pre,off,38
41,1,dot,missile,missile_mooney_dot_on7,target,horizontal_flip,post,on,38
42,1,dot,gutter,gutter_mooney_dot_off8,target,upside_down,post,off,38
43,1,dot,cucumber,cucumber_mooney_dot_off8,target,regular,post,off,38
44,1,dot,scarf,scarf_mooney_dot_off6,catch,regular,post,off,38
45,1,dot,shears,shears_mooney_dot_on1,catch,upside_down,pre,on,38
46,1,dot,scarf,scarf_mooney_dot_off8,catch,regular,post,off,38
47,1,dot,missile,missile_mooney_dot_off6,target,horizontal_flip,post,off,38
48,1,dot,gutter,gutter_mooney_dot_off6,target,upside_down,post,off,38
49,1,dot,cucumber,cucumber_mooney_dot_off6,target,regular,post,off,38
50,1,dot,gutter,gutter_mooney_dot_on5,target,upside_down,post,on,38
51,1,dot,hot-water_bottle,hot-water_bottle_mooney_dot_off2,target,upside_down,pre,off,38
52,1,dot,grasshopper,grasshopper_mooney_dot_on3,target,regular,pre,on,38
53,1,dot,shears,shears_mooney_dot_off2,catch,upside_down,pre,off,38
54,1,dot,missile,missile_mooney_dot_on5,target,horizontal_flip,post,on,38
55,1,dot,hot-water_bottle,hot-water_bottle_mooney_dot_off4,target,upside_down,pre,off,38
56,1,recognition,backpack,backpack_mooney,target,horizontal_flip,pre,,38
57,1,recognition,hot-water_bottle,hot-water_bottle_mooney,target,upside_down,pre,,38
58,1,recognition,shears,shears_mooney,catch,upside_down,pre,,38
59,1,recognition,grasshopper,grasshopper_mooney,target,regular,pre,,38
60,1,recognition,cucumber,cucumber_mooney,target,regular,post,,38
61,1,recognition,missile,missile_mooney,target,horizontal_flip,post,,38
62,1,recognition,gutter,gutter_mooney,target,upside_down,post,,38
63,1,recognition,scarf,scarf_mooney,catch,regular,post,,38
64,1,recognition,grasshopper,grasshopper,target,regular,color,,38
65,1,recognition,hot-water_bottle,hot-water_bottle,target,upside_down,color,,38
66,1,recognition,backpack,backpack,target,horizontal_flip,color,,38
67,2,dot,pedal,pedal_mooney_dot_off2,target,upside_down,pre,off,38
68,2,dot,axe,axe_mooney_dot_on1,target,horizontal_flip,pre,on,38
69,2,dot,hot-water_bottle,hot-water_bottle_mooney_dot_off6,target,upside_down,post,off,38
70,2,dot,backpack,backpack_mooney_dot_off6,target,horizontal_flip,post,off,38
71,2,dot,hot-water_bottle,hot-water_bottle_mooney_dot_on7,target,upside_down,post,on,38
72,2,dot,pedal,pedal_mooney_dot_on1,target,upside_down,pre,on,38
73,2,dot,axe,axe_mooney_dot_off4,target,horizontal_flip,pre,off,38
74,2,dot,shears,shears_mooney_dot_on5,catch,upside_down,post,on,38
75,2,dot,puddle,puddle_mooney_dot_on1,target,regular,pre,on,38
76,2,dot,pedal,pedal_mooney_dot_off4,target,upside_down,pre,off,38
77,2,dot,carriage,carriage_mooney_dot_on3,catch,horizontal_flip,pre,on,38
78,2,dot,grasshopper,grasshopper_mooney_dot_off8,target,regular,post,off,38
79,2,dot,hot-water_bottle,hot-water_bottle_mooney_dot_off8,target,upside_down,post,off,38
80,2,dot,carriage,carriage_mooney_dot_on1,catch,horizontal_flip,pre,on,38
81,2,dot,shears,shears_mooney_dot_off6,catch,upside_down,post,off,38
82,2,dot,backpack,backpack_mooney_dot_on5,target,horizontal_flip,post,on,38
83,2,dot,grasshopper,grasshopper_mooney_dot_on7,target,regular,post,on,38
84,2,dot,hot-water_bottle,hot-water_bottle_mooney_dot_on5,target,upside_down,post,on,38
85,2,dot,shears,shears_mooney_dot_off8,catch,upside_down,post,off,38
86,2,dot,grasshopper,grasshopper_mooney_dot_on5,target,regular,post,on,38
87,2,dot,axe,axe_mooney_dot_off2,target,horizontal_flip,pre,off,38
88,2,dot,pedal,pedal_mooney_dot_on3,target,upside_down,pre,on,38
89,2,dot,backpack,backpack_mooney_dot_off8,target,horizontal_flip,post,off,38
90,2,dot,shears,shears_mooney_dot_on7,catch,upside_down,post,on,38
91,2,dot,backpack,backpack_mooney_dot_on7,target,horizontal_flip,post,on,38
92,2,dot,puddle,puddle_mooney_dot_off2,target,regular,pre,off,38
93,2,dot,grasshopper,grasshopper_mooney_dot_off6,target,regular,post,off,38
94,2,dot,axe,axe_mooney_dot_on3,target,horizontal_flip,pre,on,38
95,2,dot,puddle,puddle_mooney_dot_off4,target,regular,pre,off,38
96,2,dot,carriage,carriage_mooney_dot_off2,catch,horizontal_flip,pre,off,38
97,2,dot,puddle,puddle_mooney_dot_on3,target,regular,pre,on,38
98,2,dot,carriage,carriage_mooney_dot_off4,catch,horizontal_flip,pre,off,38
99,2,recognition,hot-water_bottle,hot-water_bottle_mooney,target,upside_down,post,,38
100,2,recognition,puddle,puddle_mooney,target,regular,pre,,38
101,2,recognition,pedal,pedal_mooney,target,upside_down,pre,,38
102,2,recognition,carriage,carriage_mooney,catch,horizontal_flip,pre,,38
103,2,recognition,axe,axe_mooney,target,horizontal_flip,pre,,38
104,2,recognition,shears,shears_mooney,catch,upside_down,post,,38
105,2,recognition,grasshopper,grasshopper_mooney,target,regular,post,,38
106,2,recognition,backpack,backpack_mooney,target,horizontal_flip,post,,38
107,2,recognition,pedal,pedal,target,upside_down,color,,38
108,2,recognition,axe,axe,target,horizontal_flip,color,,38
109,2,recognition,puddle,puddle,target,regular,color,,38
110,3,dot,lip_gloss,lip_gloss_mooney_dot_off4,target,regular,pre,off,38
111,3,dot,sandal,sandal_mooney_dot_on3,target,horizontal_flip,pre,on,38
112,3,dot,puddle,puddle_mooney_dot_off6,target,regular,post,off,38
113,3,dot,pedal,pedal_mooney_dot_off8,target,upside_down,post,off,38
114,3,dot,lip_gloss,lip_gloss_mooney_dot_off2,target,regular,pre,off,38
115,3,dot,axe,axe_mooney_dot_off8,target,horizontal_flip,post,off,38
116,3,dot,pedal,pedal_mooney_dot_on5,target,upside_down,post,on,38
117,3,dot,carriage,carriage_mooney_dot_on5,catch,horizontal_flip,post,on,38
