index,rt,stimulus,key_press,trial_number,block,block_type,image_id,filename,image_type,manipulation,phase,dot_position,subject,trial_type,trial_index,time_elapsed,internal_node_id,browser_name,browser_version,os_name,os_version,tablet,mobile,screen_resolution,window_resolution,subject_url,subject_ProlificID,designmatrix_ID,age,nationality,gender,handedness,Exp_part,trial_part,RawResponse,dot_resp,dot_acc,responses,verbal_id,view_history,semantic_distance,verbal_acc_corrected
0,1480,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/snail_mooney_dot_off2.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,1,0,dot,snail,snail_mooney_dot_off2,catch,regular,pre,off,7uwry85u8d5w8ok,html-keyboard-response,14,219012,0.0-11.0-5.0-1.0,Chrome,134.0,Windows,10,undefined,undefined,1920 x 1080,1920 x 929,https://exponline.ugr.es/publix/939/983/start?srid=18215,5e8f740429529124dfc3e7a5,23,24,Poland,Male,Right-handed,Exp,dot_recog,i,1,0,,,,,
1,793.8000000007451,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/gargoyle_mooney_dot_off4.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",69,2,0,dot,gargoyle,gargoyle_mooney_dot_off4,target,upside_down,pre,off,7uwry85u8d5w8ok,html-keyboard-response,18,220822,0.0-11.0-5.1-1.1,Chrome,134.0,Windows,10,undefined,undefined,1920 x 1080,1920 x 929,https://exponline.ugr.es/publix/939/983/start?srid=18215,5e8f740429529124dfc3e7a5,23,24,Poland,Male,Right-handed,Exp,dot_recog,e,0,1,,,,,
2,2427.300000000745,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/polar_bear_mooney_dot_off4.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,3,0,dot,polar_bear,polar_bear_mooney_dot_off4,target,regular,pre,off,7uwry85u8d5w8ok,html-keyboard-response,22,224253,0.0-11.0-5.2-1.2,Chrome,134.0,Windows,10,undefined,undefined,1920 x 1080,1920 x 929,https://exponline.ugr.es/publix/939/983/start?srid=18215,5e8f740429529124dfc3e7a5,23,24,Poland,Male,Right-handed,Exp,dot_recog,e,0,1,,,,,
3,2108.60000000149,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/pomegranate_mooney_dot_on1.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,4,0,dot,pomegranate,pomegranate_mooney_dot_on1,target,horizontal_flip,pre,on,7uwry85u8d5w8ok,html-keyboard-response,26,227377,0.0-11.0-5.3-1.3,Chrome,134.0,Windows,10,undefined,undefined,1920 x 1080,1920 x 929,https://exponline.ugr.es/publix/939/983/start?srid=18215,5e8f740429529124dfc3e7a5,23,24,Poland,Male,Right-handed,Exp,dot_recog,e,0,0,,,,,
4,2829.2999999970198,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/snail_mooney_dot_off4.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,5,0,dot,snail,snail_mooney_dot_off4,catch,regular,pre,off,7uwry85u8d5w8ok,html-keyboard-response,30,231224,0.0-11.0-5.4-1.4,Chrome,134.0,Windows,10,undefined,undefined,1920 x 1080,1920 x 929,https://exponline.ugr.es/publix/939/983/start?srid=18215,5e8f740429529124dfc3e7a5,23,24,Poland,Male,Right-handed,Exp,dot_recog,e,0,1,,,,,
5,3644.800000000745,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/polar_bear_mooney_dot_on1.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,6,0,dot,polar_bear,polar_bear_mooney_dot_on1,target,regular,pre,on,7uwry85u8d5w8ok,html-keyboard-response,34,235871,0.0-11.0-5.5-1.5,Chrome,134.0,Windows,10,undefined,undefined,1920 x 1080,1920 x 929,https://exponline.ugr.es/publix/939/983/start?srid=18215,5e8f740429529124dfc3e7a5,23,24,Poland,Male,Right-handed,Exp,dot_recog,e,0,0,,,,,
6,1208.4000000022352,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/gargoyle_mooney_dot_on3.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",73,7,0,dot,gargoyle,gargoyle_mooney_dot_on3,target,upside_down,pre,on,7uwry85u8d5w8ok,html-keyboard-response,38,238082,0.0-11.0-5.6-1.6,Chrome,134.0,Windows,10,undefined,undefined,1920 x 1080,1920 x 929,https://exponline.ugr.es/publix/939/983/start?srid=18215,5e8f740429529124dfc3e7a5,23,24,Poland,Male,Right-handed,Exp,dot_recog,i,1,1,,,,,
7,2797.199999999255,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/polar_bear_mooney_dot_on3.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,8,0,dot,polar_bear,polar_bear_mooney_dot_on3,target,regular,pre,on,7uwry85u8d5w8ok,html-keyboard-response,42,241881,0.0-11.0-5.7-1.7,Chrome,134.0,Windows,10,undefined,undefined,1920 x 1080,1920 x 929,https://exponline.ugr.es/publix/939/983/start?srid=18215,5e8f740429529124dfc3e7a5,23,24,Poland,Male,Right-handed,Exp,dot_recog,e,0,0,,,,,
8,2012.6000000014901,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/pomegranate_mooney_dot_off2.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,9,0,dot,pomegranate,pomegranate_mooney_dot_off2,target,horizontal_flip,pre,off,7uwry85u8d5w8ok,html-keyboard-response,46,244900,0.0-11.0-5.8-1.8,Chrome,134.0,Windows,10,undefined,undefined,1920 x 1080,1920 x 929,https://exponline.ugr.es/publix/939/983/start?srid=18215,5e8f740429529124dfc3e7a5,23,24,Poland,Male,Right-handed,Exp,dot_recog,e,0,1,,,,,
9,667.3000000007451,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/polar_bear_mooney_dot_off2.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,10,0,dot,polar_bear,polar_bear_mooney_dot_off2,target,regular,pre,off,7uwry85u8d5w8ok,html-keyboard-response,50,246571,0.0-11.0-5.9-1.9,Chrome,134.0,Windows,10,undefined,undefined,1920 x 1080,1920 x 929,https://exponline.ugr.es/publix/939/983/start?srid=18215,5e8f740429529124dfc3e7a5,23,24,Poland,Male,Right-handed,Exp,dot_recog,i,1,0,,,,,
