trial_number,block,block_type,image_id,filename,image_type,manipulation,phase,dot_position,subject
1,0,dot,axe,axe_mooney_dot_on3,catch,regular,pre,on,47
2,0,dot,eclair,eclair_mooney_dot_off2,target,regular,pre,off,47
3,0,dot,figurine,figurine_mooney_dot_on3,target,horizontal_flip,pre,on,47
4,0,dot,axe,axe_mooney_dot_on1,catch,regular,pre,on,47
5,0,dot,figurine,figurine_mooney_dot_off2,target,horizontal_flip,pre,off,47
6,0,dot,eclair,eclair_mooney_dot_on3,target,regular,pre,on,47
7,0,dot,axe,axe_mooney_dot_off4,catch,regular,pre,off,47
8,0,dot,peanut_butter,peanut_butter_mooney_dot_on3,target,upside_down,pre,on,47
9,0,dot,axe,axe_mooney_dot_off2,catch,regular,pre,off,47
10,0,dot,peanut_butter,peanut_butter_mooney_dot_on1,target,upside_down,pre,on,47
11,0,dot,eclair,eclair_mooney_dot_on1,target,regular,pre,on,47
12,0,dot,peanut_butter,peanut_butter_mooney_dot_off2,target,upside_down,pre,off,47
13,0,dot,eclair,eclair_mooney_dot_off4,target,regular,pre,off,47
14,0,dot,figurine,figurine_mooney_dot_on1,target,horizontal_flip,pre,on,47
15,0,dot,peanut_butter,peanut_butter_mooney_dot_off4,target,upside_down,pre,off,47
16,0,dot,figurine,figurine_mooney_dot_off4,target,horizontal_flip,pre,off,47
17,0,recognition,peanut_butter,peanut_butter_mooney,target,upside_down,pre,,47
18,0,recognition,axe,axe_mooney,catch,regular,pre,,47
19,0,recognition,eclair,eclair_mooney,target,regular,pre,,47
20,0,recognition,figurine,figurine_mooney,target,horizontal_flip,pre,,47
21,0,recognition,peanut_butter,peanut_butter,target,upside_down,color,,47
22,0,recognition,figurine,figurine,target,horizontal_flip,color,,47
23,0,recognition,eclair,eclair,target,regular,color,,47
24,1,dot,axe,axe_mooney_dot_on5,catch,regular,post,on,47
25,1,dot,drill,drill_mooney_dot_on1,target,upside_down,pre,on,47
26,1,dot,bullet,bullet_mooney_dot_on1,catch,upside_down,pre,on,47
27,1,dot,shears,shears_mooney_dot_off4,target,regular,pre,off,47
28,1,dot,sandal,sandal_mooney_dot_on3,target,horizontal_flip,pre,on,47
29,1,dot,peanut_butter,peanut_butter_mooney_dot_on5,target,upside_down,post,on,47
30,1,dot,axe,axe_mooney_dot_off8,catch,regular,post,off,47
31,1,dot,peanut_butter,peanut_butter_mooney_dot_off8,target,upside_down,post,off,47
32,1,dot,figurine,figurine_mooney_dot_on5,target,horizontal_flip,post,on,47
33,1,dot,eclair,eclair_mooney_dot_on7,target,regular,post,on,47
34,1,dot,peanut_butter,peanut_butter_mooney_dot_off6,target,upside_down,post,off,47
35,1,dot,eclair,eclair_mooney_dot_on5,target,regular,post,on,47
36,1,dot,sandal,sandal_mooney_dot_on1,target,horizontal_flip,pre,on,47
37,1,dot,axe,axe_mooney_dot_on7,catch,regular,post,on,47
38,1,dot,bullet,bullet_mooney_dot_off4,catch,upside_down,pre,off,47
39,1,dot,drill,drill_mooney_dot_on3,target,upside_down,pre,on,47
40,1,dot,figurine,figurine_mooney_dot_on7,target,horizontal_flip,post,on,47
41,1,dot,sandal,sandal_mooney_dot_off4,target,horizontal_flip,pre,off,47
42,1,dot,shears,shears_mooney_dot_off2,target,regular,pre,off,47
43,1,dot,sandal,sandal_mooney_dot_off2,target,horizontal_flip,pre,off,47
44,1,dot,eclair,eclair_mooney_dot_off6,target,regular,post,off,47
45,1,dot,bullet,bullet_mooney_dot_off2,catch,upside_down,pre,off,47
46,1,dot,axe,axe_mooney_dot_off6,catch,regular,post,off,47
47,1,dot,peanut_butter,peanut_butter_mooney_dot_on7,target,upside_down,post,on,47
48,1,dot,shears,shears_mooney_dot_on3,target,regular,pre,on,47
49,1,dot,drill,drill_mooney_dot_off2,target,upside_down,pre,off,47
