trial_number,block,block_type,image_id,filename,image_type,manipulation,phase,dot_position,subject
1,0,dot,steak,steak_mooney_dot_off2,target,upside_down,pre,off,85
2,0,dot,magnifier,magnifier_mooney_dot_off2,catch,regular,pre,off,85
3,0,dot,lip_gloss,lip_gloss_mooney_dot_on1,target,horizontal_flip,pre,on,85
4,0,dot,candelabra,candelabra_mooney_dot_off4,target,regular,pre,off,85
5,0,dot,magnifier,magnifier_mooney_dot_off4,catch,regular,pre,off,85
6,0,dot,lip_gloss,lip_gloss_mooney_dot_off4,target,horizontal_flip,pre,off,85
7,0,dot,candelabra,candelabra_mooney_dot_on3,target,regular,pre,on,85
8,0,dot,lip_gloss,lip_gloss_mooney_dot_off2,target,horizontal_flip,pre,off,85
9,0,dot,candelabra,candelabra_mooney_dot_on1,target,regular,pre,on,85
10,0,dot,steak,steak_mooney_dot_on3,target,upside_down,pre,on,85
11,0,dot,lip_gloss,lip_gloss_mooney_dot_on3,target,horizontal_flip,pre,on,85
12,0,dot,steak,steak_mooney_dot_on1,target,upside_down,pre,on,85
13,0,dot,magnifier,magnifier_mooney_dot_on1,catch,regular,pre,on,85
14,0,dot,candelabra,candelabra_mooney_dot_off2,target,regular,pre,off,85
15,0,dot,steak,steak_mooney_dot_off4,target,upside_down,pre,off,85
16,0,dot,magnifier,magnifier_mooney_dot_on3,catch,regular,pre,on,85
17,0,recognition,candelabra,candelabra_mooney,target,regular,pre,,85
18,0,recognition,lip_gloss,lip_gloss_mooney,target,horizontal_flip,pre,,85
19,0,recognition,magnifier,magnifier_mooney,catch,regular,pre,,85
20,0,recognition,steak,steak_mooney,target,upside_down,pre,,85
21,0,recognition,lip_gloss,lip_gloss,target,horizontal_flip,color,,85
22,0,recognition,candelabra,candelabra,target,regular,color,,85
23,0,recognition,steak,steak,target,upside_down,color,,85
24,1,dot,buoy,buoy_mooney_dot_on3,target,horizontal_flip,pre,on,85
25,1,dot,steak,steak_mooney_dot_on5,target,upside_down,post,on,85
26,1,dot,puddle,puddle_mooney_dot_off2,target,regular,pre,off,85
27,1,dot,pedal,pedal_mooney_dot_on3,catch,upside_down,pre,on,85
28,1,dot,puddle,puddle_mooney_dot_off4,target,regular,pre,off,85
29,1,dot,candelabra,candelabra_mooney_dot_off6,target,regular,post,off,85
30,1,dot,lip_gloss,lip_gloss_mooney_dot_on7,target,horizontal_flip,post,on,85
31,1,dot,candelabra,candelabra_mooney_dot_off8,target,regular,post,off,85
32,1,dot,lip_gloss,lip_gloss_mooney_dot_off6,target,horizontal_flip,post,off,85
33,1,dot,pedal,pedal_mooney_dot_on1,catch,upside_down,pre,on,85
