trial_number,block,block_type,image_id,filename,image_type,manipulation,phase,dot_position,subject
1,0,dot,garlic,garlic_mooney_dot_on3,target,regular,pre,on,76
2,0,dot,bat2,bat2_mooney_dot_off4,catch,regular,pre,off,76
3,0,dot,steak,steak_mooney_dot_on1,target,horizontal_flip,pre,on,76
4,0,dot,garlic,garlic_mooney_dot_on1,target,regular,pre,on,76
5,0,dot,figurine,figurine_mooney_dot_off2,target,upside_down,pre,off,76
6,0,dot,steak,steak_mooney_dot_on3,target,horizontal_flip,pre,on,76
7,0,dot,figurine,figurine_mooney_dot_off4,target,upside_down,pre,off,76
8,0,dot,steak,steak_mooney_dot_off2,target,horizontal_flip,pre,off,76
9,0,dot,figurine,figurine_mooney_dot_on1,target,upside_down,pre,on,76
10,0,dot,garlic,garlic_mooney_dot_off2,target,regular,pre,off,76
11,0,dot,bat2,bat2_mooney_dot_off2,catch,regular,pre,off,76
12,0,dot,figurine,figurine_mooney_dot_on3,target,upside_down,pre,on,76
13,0,dot,bat2,bat2_mooney_dot_on1,catch,regular,pre,on,76
14,0,dot,garlic,garlic_mooney_dot_off4,target,regular,pre,off,76
15,0,dot,steak,steak_mooney_dot_off4,target,horizontal_flip,pre,off,76
16,0,dot,bat2,bat2_mooney_dot_on3,catch,regular,pre,on,76
17,0,recognition,garlic,garlic_mooney,target,regular,pre,,76
18,0,recognition,figurine,figurine_mooney,target,upside_down,pre,,76
19,0,recognition,steak,steak_mooney,target,horizontal_flip,pre,,76
20,0,recognition,bat2,bat2_mooney,catch,regular,pre,,76
21,0,recognition,figurine,figurine,target,upside_down,color,,76
22,0,recognition,steak,steak,target,horizontal_flip,color,,76
23,0,recognition,garlic,garlic,target,regular,color,,76
24,1,dot,bat2,bat2_mooney_dot_on5,catch,regular,post,on,76
25,1,dot,snail,snail_mooney_dot_on3,target,horizontal_flip,pre,on,76
26,1,dot,dumbbell,dumbbell_mooney_dot_on1,catch,upside_down,pre,on,76
27,1,dot,bat2,bat2_mooney_dot_off8,catch,regular,post,off,76
28,1,dot,snail,snail_mooney_dot_on1,target,horizontal_flip,pre,on,76
29,1,dot,steak,steak_mooney_dot_off6,target,horizontal_flip,post,off,76
30,1,dot,magnifier,magnifier_mooney_dot_off4,target,regular,pre,off,76
31,1,dot,figurine,figurine_mooney_dot_off8,target,upside_down,post,off,76
32,1,dot,shears,shears_mooney_dot_on3,target,upside_down,pre,on,76
33,1,dot,steak,steak_mooney_dot_off8,target,horizontal_flip,post,off,76
34,1,dot,garlic,garlic_mooney_dot_off6,target,regular,post,off,76
35,1,dot,dumbbell,dumbbell_mooney_dot_off2,catch,upside_down,pre,off,76
36,1,dot,steak,steak_mooney_dot_on5,target,horizontal_flip,post,on,76
37,1,dot,magnifier,magnifier_mooney_dot_on1,target,regular,pre,on,76
38,1,dot,figurine,figurine_mooney_dot_on5,target,upside_down,post,on,76
39,1,dot,bat2,bat2_mooney_dot_off6,catch,regular,post,off,76
40,1,dot,shears,shears_mooney_dot_off4,target,upside_down,pre,off,76
41,1,dot,garlic,garlic_mooney_dot_on7,target,regular,post,on,76
42,1,dot,dumbbell,dumbbell_mooney_dot_off4,catch,upside_down,pre,off,76
43,1,dot,bat2,bat2_mooney_dot_on7,catch,regular,post,on,76
44,1,dot,garlic,garlic_mooney_dot_on5,target,regular,post,on,76
45,1,dot,shears,shears_mooney_dot_on1,target,upside_down,pre,on,76
46,1,dot,snail,snail_mooney_dot_off2,target,horizontal_flip,pre,off,76
47,1,dot,magnifier,magnifier_mooney_dot_off2,target,regular,pre,off,76
48,1,dot,figurine,figurine_mooney_dot_on7,target,upside_down,post,on,76
49,1,dot,steak,steak_mooney_dot_on7,target,horizontal_flip,post,on,76
50,1,dot,snail,snail_mooney_dot_off4,target,horizontal_flip,pre,off,76
51,1,dot,figurine,figurine_mooney_dot_off6,target,upside_down,post,off,76
52,1,dot,shears,shears_mooney_dot_off2,target,upside_down,pre,off,76
53,1,dot,magnifier,magnifier_mooney_dot_on3,target,regular,pre,on,76
54,1,dot,garlic,garlic_mooney_dot_off8,target,regular,post,off,76
55,1,dot,dumbbell,dumbbell_mooney_dot_on3,catch,upside_down,pre,on,76
56,1,recognition,garlic,garlic_mooney,target,regular,post,,76
57,1,recognition,snail,snail_mooney,target,horizontal_flip,pre,,76
58,1,recognition,steak,steak_mooney,target,horizontal_flip,post,,76
59,1,recognition,figurine,figurine_mooney,target,upside_down,post,,76
60,1,recognition,shears,shears_mooney,target,upside_down,pre,,76
61,1,recognition,bat2,bat2_mooney,catch,regular,post,,76
62,1,recognition,dumbbell,dumbbell_mooney,catch,upside_down,pre,,76
63,1,recognition,magnifier,magnifier_mooney,target,regular,pre,,76
64,1,recognition,shears,shears,target,upside_down,color,,76
65,1,recognition,snail,snail,target,horizontal_flip,color,,76
66,1,recognition,magnifier,magnifier,target,regular,color,,76
67,2,dot,snail,snail_mooney_dot_off6,target,horizontal_flip,post,off,76
68,2,dot,eclair,eclair_mooney_dot_on1,target,regular,pre,on,76
69,2,dot,backpack,backpack_mooney_dot_on1,target,upside_down,pre,on,76
