trial_number,block,block_type,image_id,filename,image_type,manipulation,phase,dot_position,subject
1,0,dot,banana_peel,banana_peel_mooney_dot_off2,catch,regular,pre,off,86
2,0,dot,mannequin,mannequin_mooney_dot_off4,target,regular,pre,off,86
3,0,dot,shears,shears_mooney_dot_off4,target,horizontal_flip,pre,off,86
4,0,dot,mannequin,mannequin_mooney_dot_off2,target,regular,pre,off,86
5,0,dot,banana_peel,banana_peel_mooney_dot_off4,catch,regular,pre,off,86
6,0,dot,surfboard,surfboard_mooney_dot_on3,target,upside_down,pre,on,86
7,0,dot,mannequin,mannequin_mooney_dot_on3,target,regular,pre,on,86
8,0,dot,surfboard,surfboard_mooney_dot_on1,target,upside_down,pre,on,86
9,0,dot,shears,shears_mooney_dot_on3,target,horizontal_flip,pre,on,86
10,0,dot,banana_peel,banana_peel_mooney_dot_on1,catch,regular,pre,on,86
11,0,dot,mannequin,mannequin_mooney_dot_on1,target,regular,pre,on,86
12,0,dot,surfboard,surfboard_mooney_dot_off4,target,upside_down,pre,off,86
13,0,dot,shears,shears_mooney_dot_off2,target,horizontal_flip,pre,off,86
14,0,dot,surfboard,surfboard_mooney_dot_off2,target,upside_down,pre,off,86
15,0,dot,banana_peel,banana_peel_mooney_dot_on3,catch,regular,pre,on,86
16,0,dot,shears,shears_mooney_dot_on1,target,horizontal_flip,pre,on,86
17,0,recognition,mannequin,mannequin_mooney,target,regular,pre,,86
18,0,recognition,banana_peel,banana_peel_mooney,catch,regular,pre,,86
19,0,recognition,shears,shears_mooney,target,horizontal_flip,pre,,86
20,0,recognition,surfboard,surfboard_mooney,target,upside_down,pre,,86
21,0,recognition,shears,shears,target,horizontal_flip,color,,86
22,0,recognition,mannequin,mannequin,target,regular,color,,86
23,0,recognition,surfboard,surfboard,target,upside_down,color,,86
24,1,dot,garlic,garlic_mooney_dot_off2,target,upside_down,pre,off,86
25,1,dot,football_helmet,football_helmet_mooney_dot_on1,target,regular,pre,on,86
26,1,dot,missile,missile_mooney_dot_off2,catch,upside_down,pre,off,86
27,1,dot,football_helmet,football_helmet_mooney_dot_off2,target,regular,pre,off,86
28,1,dot,missile,missile_mooney_dot_off4,catch,upside_down,pre,off,86
29,1,dot,mannequin,mannequin_mooney_dot_on5,target,regular,post,on,86
30,1,dot,surfboard,surfboard_mooney_dot_on7,target,upside_down,post,on,86
31,1,dot,mannequin,mannequin_mooney_dot_on7,target,regular,post,on,86
32,1,dot,surfboard,surfboard_mooney_dot_off8,target,upside_down,post,off,86
33,1,dot,shears,shears_mooney_dot_off6,target,horizontal_flip,post,off,86
