trial_number,block,block_type,image_id,filename,image_type,manipulation,phase,dot_position,subject
1,0,dot,snail,snail_mooney_dot_off2,target,horizontal_flip,pre,off,3
2,0,dot,dumbbell,dumbbell_mooney_dot_off4,target,upside_down,pre,off,3
3,0,dot,snail,snail_mooney_dot_on3,target,horizontal_flip,pre,on,3
4,0,dot,dumbbell,dumbbell_mooney_dot_off2,target,upside_down,pre,off,3
5,0,dot,grasshopper,grasshopper_mooney_dot_off2,catch,regular,pre,off,3
6,0,dot,mannequin,mannequin_mooney_dot_on3,target,regular,pre,on,3
7,0,dot,snail,snail_mooney_dot_on1,target,horizontal_flip,pre,on,3
8,0,dot,grasshopper,grasshopper_mooney_dot_off4,catch,regular,pre,off,3
9,0,dot,mannequin,mannequin_mooney_dot_off2,target,regular,pre,off,3
10,0,dot,dumbbell,dumbbell_mooney_dot_on1,target,upside_down,pre,on,3
11,0,dot,grasshopper,grasshopper_mooney_dot_on1,catch,regular,pre,on,3
12,0,dot,dumbbell,dumbbell_mooney_dot_on3,target,upside_down,pre,on,3
13,0,dot,grasshopper,grasshopper_mooney_dot_on3,catch,regular,pre,on,3
14,0,dot,mannequin,mannequin_mooney_dot_on1,target,regular,pre,on,3
15,0,dot,snail,snail_mooney_dot_off4,target,horizontal_flip,pre,off,3
16,0,dot,mannequin,mannequin_mooney_dot_off4,target,regular,pre,off,3
17,0,recognition,grasshopper,grasshopper_mooney,catch,regular,pre,,3
18,0,recognition,snail,snail_mooney,target,horizontal_flip,pre,,3
19,0,recognition,mannequin,mannequin_mooney,target,regular,pre,,3
20,0,recognition,dumbbell,dumbbell_mooney,target,upside_down,pre,,3
21,0,recognition,mannequin,mannequin,target,regular,color,,3
22,0,recognition,dumbbell,dumbbell,target,upside_down,color,,3
23,0,recognition,snail,snail,target,horizontal_flip,color,,3
24,1,dot,buoy,buoy_mooney_dot_off2,catch,upside_down,pre,off,3
25,1,dot,missile,missile_mooney_dot_off2,target,upside_down,pre,off,3
26,1,dot,eclair,eclair_mooney_dot_off2,target,horizontal_flip,pre,off,3
27,1,dot,grasshopper,grasshopper_mooney_dot_off8,catch,regular,post,off,3
28,1,dot,buoy,buoy_mooney_dot_on1,catch,upside_down,pre,on,3
29,1,dot,missile,missile_mooney_dot_on1,target,upside_down,pre,on,3
30,1,dot,bat2,bat2_mooney_dot_on1,target,regular,pre,on,3
31,1,dot,mannequin,mannequin_mooney_dot_off8,target,regular,post,off,3
32,1,dot,eclair,eclair_mooney_dot_on1,target,horizontal_flip,pre,on,3
33,1,dot,bat2,bat2_mooney_dot_off4,target,regular,pre,off,3
34,1,dot,missile,missile_mooney_dot_off4,target,upside_down,pre,off,3
35,1,dot,snail,snail_mooney_dot_on7,target,horizontal_flip,post,on,3
36,1,dot,buoy,buoy_mooney_dot_off4,catch,upside_down,pre,off,3
37,1,dot,grasshopper,grasshopper_mooney_dot_off6,catch,regular,post,off,3
38,1,dot,dumbbell,dumbbell_mooney_dot_on5,target,upside_down,post,on,3
39,1,dot,missile,missile_mooney_dot_on3,target,upside_down,pre,on,3
40,1,dot,mannequin,mannequin_mooney_dot_off6,target,regular,post,off,3
41,1,dot,buoy,buoy_mooney_dot_on3,catch,upside_down,pre,on,3
42,1,dot,mannequin,mannequin_mooney_dot_on7,target,regular,post,on,3
43,1,dot,snail,snail_mooney_dot_off6,target,horizontal_flip,post,off,3
44,1,dot,mannequin,mannequin_mooney_dot_on5,target,regular,post,on,3
45,1,dot,eclair,eclair_mooney_dot_on3,target,horizontal_flip,pre,on,3
46,1,dot,snail,snail_mooney_dot_on5,target,horizontal_flip,post,on,3
47,1,dot,grasshopper,grasshopper_mooney_dot_on5,catch,regular,post,on,3
48,1,dot,bat2,bat2_mooney_dot_on3,target,regular,pre,on,3
49,1,dot,eclair,eclair_mooney_dot_off4,target,horizontal_flip,pre,off,3
50,1,dot,grasshopper,grasshopper_mooney_dot_on7,catch,regular,post,on,3
51,1,dot,dumbbell,dumbbell_mooney_dot_on7,target,upside_down,post,on,3
52,1,dot,bat2,bat2_mooney_dot_off2,target,regular,pre,off,3
53,1,dot,dumbbell,dumbbell_mooney_dot_off8,target,upside_down,post,off,3
54,1,dot,snail,snail_mooney_dot_off8,target,horizontal_flip,post,off,3
55,1,dot,dumbbell,dumbbell_mooney_dot_off6,target,upside_down,post,off,3
56,1,recognition,eclair,eclair_mooney,target,horizontal_flip,pre,,3
57,1,recognition,mannequin,mannequin_mooney,target,regular,post,,3
